mode,ate,drift_index,ares_penalty,confidence,proposed_zeta,zeta_max,safe_zeta,was_clipped
ares_alt,1.3444801860796234,0.2812337838390083,0.3297113173459509,0.8088962300008178,0.63805324434236,0.8,0.63805324434236,0
full,0.21548189191179312,0.9160118451376079,0.11510699544744041,0.32618878932332585,0.4883967285740384,0.13502354333403457,0.13502354333403457,1
no_conf,0.21548189191179312,0.9160118451376079,0.11510699544744041,0.32618878932332585,0.4883967285740384,0.41394293045490327,0.41394293045490327,1
no_ares,0.21548189191179312,0.9160118451376079,0.11510699544744041,0.32618878932332585,0.4883967285740384,0.1518075126422656,0.1518075126422656,1
no_di,0.21548189191179312,0.9160118451376079,0.11510699544744041,0.32618878932332585,0.4883967285740384,0.8,0.4883967285740384,0
ares_alt,0.21548189191179312,0.9160118451376079,0.11510699544744041,0.32618878932332585,0.4883967285740384,0.08786943929625055,0.08786943929625055,1
full,0.7418445677248775,0.8297897431324132,0.4041257360321509,0.5219972249759007,0.7670295765488215,0.6226159448966911,0.6226159448966911,1
no_conf,0.7418445677248775,0.8297897431324132,0.4041257360321509,0.5219972249759007,0.7670295765488215,0.8,0.7670295765488215,0
no_ares,0.7418445677248775,0.8297897431324132,0.4041257360321509,0.5219972249759007,0.7670295765488215,0.8,0.7670295765488215,0
no_di,0.7418445677248775,0.8297897431324132,0.4041257360321509,0.5219972249759007,0.7670295765488215,0.8,0.7670295765488215,0
ares_alt,0.7418445677248775,0.8297897431324132,0.4041257360321509,0.5219972249759007,0.7670295765488215,0.5877113435999044,0.5877113435999044,1
full,0.5818356762802372,0.5150571292317145,0.12798254528380137,0.9552304990342744,0.21522547230741274,0.8,0.21522547230741274,0
no_conf,0.5818356762802372,0.5150571292317145,0.12798254528380137,0.9552304990342744,0.21522547230741274,0.8,0.21522547230741274,0
no_ares,0.5818356762802372,0.5150571292317145,0.12798254528380137,0.9552304990342744,0.21522547230741274,0.8,0.21522547230741274,0
no_di,0.5818356762802372,0.5150571292317145,0.12798254528380137,0.9552304990342744,0.21522547230741274,0.8,0.21522547230741274,0
ares_alt,0.5818356762802372,0.5150571292317145,0.12798254528380137,0.9552304990342744,0.21522547230741274,0.8,0.21522547230741274,0
full,0.08982123878465798,0.43509706000303794,0.4961877820279185,0.9241740863784398,0.6240256136198645,0.1763769213835082,0.1763769213835082,1
no_conf,0.08982123878465798,0.43509706000303794,0.4961877820279185,0.9241740863784398,0.6240256136198645,0.19084815727161997,0.19084815727161997,1
no_ares,0.08982123878465798,0.43509706000303794,0.4961877820279185,0.9241740863784398,0.6240256136198645,0.37299936912917103,0.37299936912917103,1
no_di,0.08982123878465798,0.43509706000303794,0.4961877820279185,0.9241740863784398,0.6240256136198645,0.32798287212160554,0.32798287212160554,1
ares_alt,0.08982123878465798,0.43509706000303794,0.4961877820279185,0.9241740863784398,0.6240256136198645,0.31870531918990486,0.31870531918990486,1
