regime,hallucination_rate,seed,spearman_rho,kendall_tau,final_V_true,final_V_hat
nonstationary,0.0,180,0.4874,0.3493,0.0748,0.0013
nonstationary,0.0,181,0.4819,0.3523,0.0652,0.0
nonstationary,0.0,182,0.4549,0.3259,0.0757,0.0
nonstationary,0.0,183,0.472,0.3408,0.2455,0.0013
nonstationary,0.0,184,0.5479,0.3949,0.0449,0.0013
nonstationary,0.0,185,0.449,0.3249,0.0915,0.0021
nonstationary,0.0,186,0.5211,0.3742,0.1319,0.0058
nonstationary,0.0,187,0.4529,0.3263,0.136,0.0039
nonstationary,0.0,188,0.5052,0.367,0.081,0.0
nonstationary,0.0,189,0.5768,0.4202,0.1957,0.0047
nonstationary,0.0,190,0.4938,0.3574,0.1845,0.007
nonstationary,0.0,191,0.4595,0.3276,0.0582,0.0
nonstationary,0.0,192,0.5086,0.3627,0.0914,0.0022
nonstationary,0.0,193,0.5246,0.3751,0.1954,0.0077
nonstationary,0.0,194,0.4887,0.3491,0.2542,0.0647
nonstationary,0.0,195,0.5404,0.3882,0.0061,0.0
nonstationary,0.0,196,0.5113,0.3665,0.0986,0.0049
nonstationary,0.0,197,0.525,0.3786,0.0596,0.0007
nonstationary,0.0,198,0.5094,0.3716,0.2993,0.003
nonstationary,0.0,199,0.473,0.3415,0.2663,0.0419
nonstationary,0.0,200,0.5312,0.3808,0.0159,0.0
nonstationary,0.0,201,0.4653,0.3446,0.2133,0.0279
nonstationary,0.0,202,0.4534,0.3281,0.0294,0.0
nonstationary,0.0,203,0.4876,0.3496,0.0739,0.0017
nonstationary,0.0,204,0.45,0.3249,0.2388,0.0715
nonstationary,0.0,205,0.459,0.3314,0.043,0.0
nonstationary,0.0,206,0.4894,0.3533,0.0178,0.0
nonstationary,0.0,207,0.5161,0.3703,0.111,0.001
nonstationary,0.0,208,0.4945,0.3599,0.5748,0.4298
nonstationary,0.0,209,0.5095,0.3684,0.2129,0.0084
nonstationary,0.0,210,0.5131,0.3706,0.3092,0.0296
nonstationary,0.0,211,0.425,0.3077,0.0179,0.0
nonstationary,0.0,212,0.4879,0.3512,0.0508,0.0
nonstationary,0.0,213,0.4988,0.3543,0.1173,0.001
nonstationary,0.0,214,0.4579,0.3319,0.0231,0.0
nonstationary,0.0,215,0.5411,0.3881,0.1784,0.0259
nonstationary,0.0,216,0.5,0.3636,0.0286,0.0
nonstationary,0.0,217,0.4327,0.3145,0.0428,0.0003
nonstationary,0.0,218,0.501,0.3633,0.0088,0.0
nonstationary,0.0,219,0.4843,0.3498,0.1982,0.0024
nonstationary,0.0,220,0.4818,0.3444,0.1505,0.0015
nonstationary,0.0,221,0.5333,0.3839,0.4574,0.0723
nonstationary,0.0,222,0.5152,0.3661,0.1301,0.0
nonstationary,0.0,223,0.468,0.3327,0.2235,0.0428
nonstationary,0.0,224,0.5059,0.3624,0.1276,0.0001
nonstationary,0.0,225,0.4795,0.3536,0.2022,0.0241
nonstationary,0.0,226,0.504,0.3697,0.1222,0.0014
nonstationary,0.0,227,0.4206,0.3065,0.0919,0.0
nonstationary,0.0,228,0.5316,0.3831,0.1365,0.0046
nonstationary,0.0,229,0.5679,0.4058,0.238,0.0077
nonstationary,0.0,230,0.5471,0.3904,0.1046,0.0022
nonstationary,0.0,231,0.4608,0.3348,0.2689,0.0038
nonstationary,0.0,232,0.4842,0.3525,0.1127,0.0004
nonstationary,0.0,233,0.4821,0.356,0.0656,0.0
nonstationary,0.0,234,0.5261,0.3754,0.0205,0.0
nonstationary,0.0,235,0.3996,0.2955,0.0568,0.0004
nonstationary,0.0,236,0.4968,0.359,0.1147,0.0084
nonstationary,0.0,237,0.4612,0.3351,0.4733,0.2568
nonstationary,0.0,238,0.4551,0.3284,0.2205,0.015
nonstationary,0.0,239,0.4946,0.3663,0.1666,0.0019
nonstationary,0.0,240,0.5491,0.3958,0.0346,0.0
nonstationary,0.0,241,0.4634,0.3381,0.0118,0.0
nonstationary,0.1,42,0.4141,0.3088,0.2966,0.0
nonstationary,0.1,43,0.4293,0.3216,0.0404,0.0
nonstationary,0.1,44,0.3944,0.2921,0.0654,0.0
nonstationary,0.1,45,0.4181,0.3134,0.0181,0.0
nonstationary,0.1,46,0.4496,0.3373,0.1511,0.01
nonstationary,0.1,47,0.3762,0.2838,0.0372,0.0001
nonstationary,0.1,48,0.4408,0.3319,0.0193,0.0008
nonstationary,0.1,49,0.4257,0.3154,0.0604,0.0
nonstationary,0.1,50,0.4458,0.3327,9.9819,52.9711
nonstationary,0.1,51,0.4651,0.3467,0.1083,0.0007
nonstationary,0.1,52,0.3892,0.2931,0.0652,0.0001
nonstationary,0.1,53,0.3813,0.282,0.3638,0.035
nonstationary,0.1,54,0.3958,0.2936,0.2927,0.0059
nonstationary,0.1,55,0.3868,0.2927,0.5596,0.3177
nonstationary,0.1,56,0.4829,0.3694,0.0247,0.0
nonstationary,0.1,57,0.457,0.344,3.4787,4.8684
nonstationary,0.1,58,0.4694,0.3583,0.1448,0.0
nonstationary,0.1,59,0.4319,0.3297,0.0243,0.0
nonstationary,0.1,60,0.422,0.3222,0.0691,0.0024
nonstationary,0.1,61,0.3966,0.2989,0.1512,0.0395
nonstationary,0.1,62,0.4001,0.2992,8.1252,92.1968
nonstationary,0.1,63,0.35,0.2625,0.3553,0.0
nonstationary,0.1,64,0.3865,0.2923,0.0419,0.0
nonstationary,0.1,65,0.3713,0.2759,1.2008,1.835
nonstationary,0.1,66,0.4585,0.3428,0.0368,0.0
nonstationary,0.1,67,0.4332,0.3258,2.6718,0.8987
nonstationary,0.1,68,0.393,0.2957,11.0121,21.369
nonstationary,0.1,69,0.4071,0.3096,21.7456,101.6428
nonstationary,0.1,70,0.4442,0.3353,0.029,0.0
nonstationary,0.1,71,0.4311,0.3224,4.4852,8.2168
nonstationary,0.1,72,0.4048,0.3029,0.0312,0.0
nonstationary,0.1,73,0.4116,0.3052,0.0846,0.0002
nonstationary,0.1,74,0.4082,0.3053,0.0822,0.01
nonstationary,0.1,75,0.4054,0.3055,0.0465,0.004
nonstationary,0.1,76,0.4382,0.3342,2.0101,0.9198
nonstationary,0.1,77,0.4067,0.3112,0.3445,0.0123
nonstationary,0.1,78,0.4369,0.3264,0.0998,0.0024
nonstationary,0.1,79,0.4592,0.3446,1.9859,0.0012
nonstationary,0.1,80,0.4113,0.3109,0.1235,0.0
nonstationary,0.1,81,0.4417,0.3344,0.0984,0.0034
nonstationary,0.1,82,0.4011,0.3055,0.0904,0.0004
nonstationary,0.1,83,0.387,0.2893,0.1531,0.0
nonstationary,0.1,84,0.3864,0.2975,0.12,0.0
nonstationary,0.1,85,0.4088,0.308,2.4756,3.8413
nonstationary,0.1,86,0.3596,0.2672,0.2246,0.0354
nonstationary,0.1,87,0.4361,0.3252,0.1667,0.0002
nonstationary,0.1,88,0.4151,0.307,1.3229,0.0673
nonstationary,0.1,89,0.4036,0.3047,31.0852,1231.4013
nonstationary,0.1,90,0.3876,0.2876,0.1131,0.0033
nonstationary,0.1,91,0.3907,0.2925,0.007,0.0
nonstationary,0.1,92,0.3129,0.2387,0.6171,0.2686
nonstationary,0.1,93,0.3615,0.2739,0.0285,0.0002
nonstationary,0.1,94,0.3953,0.2958,5.9497,21.8243
nonstationary,0.1,95,0.4431,0.3385,0.0329,0.0
nonstationary,0.1,96,0.3808,0.2843,11.468,58.6608
nonstationary,0.1,97,0.4006,0.2983,0.2266,0.0026
nonstationary,0.1,98,0.412,0.3097,0.4023,0.0
nonstationary,0.1,99,0.4418,0.3353,0.0475,0.0001
nonstationary,0.1,100,0.421,0.3161,0.0071,0.0001
nonstationary,0.1,101,0.4552,0.3486,0.0283,0.0
nonstationary,0.1,102,0.4224,0.3226,0.0508,0.0022
nonstationary,0.1,103,0.4291,0.3204,0.0994,0.0005
nonstationary,0.1,104,0.4381,0.3311,0.0628,0.0
nonstationary,0.1,105,0.466,0.3543,6.4392,29.2599
nonstationary,0.1,106,0.3503,0.2663,1.7899,3.5309
nonstationary,0.1,107,0.4088,0.3055,0.1221,0.0056
nonstationary,0.1,108,0.3396,0.2652,0.2135,0.0
nonstationary,0.1,109,0.3951,0.296,0.0107,0.0
nonstationary,0.1,110,0.3829,0.2894,0.0431,0.0001
nonstationary,0.1,111,0.4197,0.3134,0.1455,0.0062
nonstationary,0.1,112,0.4165,0.3112,0.1362,0.0
nonstationary,0.1,113,0.3957,0.2949,0.1202,0.0005
nonstationary,0.1,114,0.3446,0.2595,2.7,10.4672
nonstationary,0.1,115,0.4026,0.3044,3.3278,2.0452
nonstationary,0.1,116,0.4547,0.3422,0.0302,0.0008
nonstationary,0.1,117,0.404,0.3059,0.1408,0.0
nonstationary,0.1,118,0.4324,0.3227,0.0019,0.0003
nonstationary,0.1,119,0.3692,0.2807,0.2568,0.0131
nonstationary,0.1,120,0.4229,0.3176,0.0319,0.0
nonstationary,0.1,121,0.4502,0.3392,0.0198,0.0005
nonstationary,0.1,122,0.397,0.2972,0.0802,0.0018
nonstationary,0.1,123,0.4,0.3023,0.0179,0.0002
nonstationary,0.1,124,0.4491,0.3375,0.0345,0.0
nonstationary,0.1,125,0.3777,0.2855,0.0478,0.0021
nonstationary,0.1,126,0.4747,0.3618,0.023,0.0008
nonstationary,0.1,127,0.4128,0.3111,0.0549,0.0
nonstationary,0.1,128,0.312,0.2327,0.2601,0.0
nonstationary,0.1,129,0.3747,0.2819,0.061,0.0
nonstationary,0.1,130,0.4294,0.3217,0.1671,0.0
nonstationary,0.1,131,0.3796,0.2835,0.5794,0.0
nonstationary,0.1,132,0.4085,0.3102,0.5834,0.0
nonstationary,0.1,133,0.3717,0.2779,0.1572,0.0012
nonstationary,0.1,134,0.3735,0.2781,0.1191,0.0001
nonstationary,0.1,135,0.4318,0.3244,0.3453,0.0328
nonstationary,0.1,136,0.3841,0.2866,0.31,0.0707
nonstationary,0.1,137,0.4015,0.3029,0.122,0.004
nonstationary,0.1,138,0.3571,0.2712,0.1338,0.0
nonstationary,0.1,139,0.3751,0.281,0.0191,0.0
nonstationary,0.1,140,0.3601,0.275,0.1107,0.0032
nonstationary,0.1,141,0.4372,0.3341,0.0073,0.0002
nonstationary,0.1,142,0.4476,0.3375,1.034,0.1713
nonstationary,0.1,143,0.3758,0.279,0.1013,0.0022
nonstationary,0.1,144,0.4515,0.3361,0.0341,0.0004
nonstationary,0.1,145,0.4082,0.319,0.7804,0.0
nonstationary,0.1,146,0.4076,0.3022,0.2496,0.0066
nonstationary,0.1,147,0.3957,0.2954,6.1932,14.7322
nonstationary,0.1,148,0.4419,0.3323,0.9904,0.0602
nonstationary,0.1,149,0.4172,0.3117,9.5178,47.8645
nonstationary,0.1,150,0.4197,0.3134,0.279,0.0165
nonstationary,0.1,151,0.3614,0.2737,0.0298,0.0
nonstationary,0.1,152,0.3643,0.27,0.0842,0.002
nonstationary,0.1,153,0.4292,0.3232,0.0716,0.0
nonstationary,0.1,154,0.4351,0.3263,0.0702,0.0028
nonstationary,0.1,155,0.4566,0.344,0.0393,0.0001
nonstationary,0.1,156,0.4314,0.3231,0.2085,0.0141
nonstationary,0.1,157,0.4245,0.3169,0.1309,0.0025
nonstationary,0.1,158,0.3997,0.3071,0.014,0.0
nonstationary,0.1,159,0.4092,0.3046,0.0105,0.0002
nonstationary,0.1,160,0.3351,0.2526,0.0286,0.0
nonstationary,0.1,161,0.3792,0.2896,0.0058,0.0001
nonstationary,0.1,162,0.4607,0.3434,0.1348,0.0041
nonstationary,0.1,163,0.3942,0.2925,0.5161,0.0
nonstationary,0.1,164,0.3849,0.2888,3.1183,2.7675
nonstationary,0.1,165,0.3987,0.3005,0.2016,0.0246
nonstationary,0.1,166,0.3583,0.2684,0.5786,0.0
nonstationary,0.1,167,0.3929,0.2935,0.4911,0.0
nonstationary,0.1,168,0.4007,0.3053,0.0409,0.0009
nonstationary,0.1,169,0.3824,0.2867,0.1511,0.0002
nonstationary,0.1,170,0.3663,0.2776,0.1211,0.0012
nonstationary,0.1,171,0.4385,0.3236,1.004,0.0
nonstationary,0.1,172,0.41,0.3091,0.0945,0.0005
nonstationary,0.1,173,0.4315,0.3204,0.0151,0.0
nonstationary,0.1,174,0.4757,0.3546,0.1008,0.0002
nonstationary,0.1,175,0.4121,0.3148,0.0225,0.0002
nonstationary,0.1,176,0.3889,0.2884,0.1838,0.005
nonstationary,0.1,177,0.3999,0.2976,0.1044,0.0027
nonstationary,0.1,178,0.4229,0.3187,0.5824,0.0
nonstationary,0.1,179,0.4858,0.3673,0.1294,0.0
nonstationary,0.1,180,0.3886,0.2934,0.1666,0.0001
nonstationary,0.1,181,0.3802,0.2886,0.0293,0.0001
nonstationary,0.1,182,0.3773,0.2817,1.137,0.0062
nonstationary,0.1,183,0.46,0.3502,0.1945,0.0008
nonstationary,0.1,184,0.4091,0.3082,0.002,0.0003
nonstationary,0.1,185,0.3142,0.2301,0.0693,0.0013
nonstationary,0.1,186,0.4512,0.3393,0.1542,0.0002
nonstationary,0.1,187,0.4588,0.344,0.0359,0.0001
nonstationary,0.1,188,0.423,0.3187,0.0541,0.0004
nonstationary,0.1,189,0.4364,0.3247,0.1095,0.0057
nonstationary,0.1,190,0.3914,0.2932,0.0565,0.0001
nonstationary,0.1,191,0.4061,0.3056,3.2519,1.2797
nonstationary,0.1,192,0.3887,0.289,0.1982,0.0
nonstationary,0.1,193,0.464,0.347,6.186,8.9374
nonstationary,0.1,194,0.4263,0.3233,5.1479,15.2236
nonstationary,0.1,195,0.4651,0.3508,0.757,0.2694
nonstationary,0.1,196,0.3842,0.2883,0.0359,0.0
nonstationary,0.1,197,0.3585,0.2657,0.7567,0.0013
nonstationary,0.1,198,0.4011,0.3027,0.0772,0.0
nonstationary,0.1,199,0.3956,0.3,0.8321,0.012
nonstationary,0.1,200,0.4306,0.3225,0.22,0.0118
nonstationary,0.1,201,0.3309,0.2518,0.1109,0.0056
nonstationary,0.1,202,0.3653,0.2811,0.0047,0.0
nonstationary,0.1,203,0.4316,0.3236,0.0069,0.0
nonstationary,0.1,204,0.4216,0.3144,5.9152,19.3765
nonstationary,0.1,205,0.3906,0.2925,0.2048,0.0037
nonstationary,0.1,206,0.4052,0.3053,0.4744,0.0
nonstationary,0.1,207,0.4069,0.3034,0.0319,0.0004
nonstationary,0.1,208,0.4392,0.3328,0.144,0.0049
nonstationary,0.1,209,0.4634,0.3483,11.5042,72.8791
nonstationary,0.1,210,0.4142,0.3118,0.0462,0.0001
nonstationary,0.1,211,0.3739,0.2812,7.4927,78.5899
nonstationary,0.1,212,0.3923,0.2979,0.0778,0.0
nonstationary,0.1,213,0.4353,0.322,0.0929,0.0
nonstationary,0.1,214,0.3489,0.2654,0.0061,0.0
nonstationary,0.1,215,0.4945,0.3707,0.0581,0.0001
nonstationary,0.1,216,0.3988,0.3009,0.0513,0.0
nonstationary,0.1,217,0.4056,0.3058,0.1064,0.0
nonstationary,0.1,218,0.3901,0.2896,0.2321,0.0002
nonstationary,0.1,219,0.3908,0.2941,5.7757,29.5686
nonstationary,0.1,220,0.446,0.3359,0.4972,0.0105
nonstationary,0.1,221,0.4298,0.3198,0.0247,0.0002
nonstationary,0.1,222,0.4166,0.312,1.1801,0.9576
nonstationary,0.1,223,0.4355,0.3237,0.1285,0.0
nonstationary,0.1,224,0.4376,0.3253,0.0949,0.0
nonstationary,0.1,225,0.3688,0.2824,0.1003,0.0061
nonstationary,0.1,226,0.4136,0.3139,0.2237,0.0052
nonstationary,0.1,227,0.3914,0.2941,0.1622,0.0073
nonstationary,0.1,228,0.4557,0.3425,0.2298,0.0085
nonstationary,0.1,229,0.3971,0.2997,0.0916,0.0
nonstationary,0.1,230,0.5211,0.3939,0.9997,0.1848
nonstationary,0.1,231,0.4028,0.3112,0.0602,0.0
nonstationary,0.1,232,0.4482,0.3387,0.1769,0.0
nonstationary,0.1,233,0.4112,0.3132,0.1627,0.0182
nonstationary,0.1,234,0.4642,0.3477,0.1304,0.0062
nonstationary,0.1,235,0.3544,0.2759,0.3849,0.1862
nonstationary,0.1,236,0.4095,0.3063,0.0067,0.0001
nonstationary,0.1,237,0.3772,0.2783,0.8939,0.0077
nonstationary,0.1,238,0.4022,0.3107,0.0707,0.0
nonstationary,0.1,239,0.3836,0.291,0.0979,0.0059
nonstationary,0.1,240,0.461,0.3491,0.2743,0.0
nonstationary,0.1,241,0.3641,0.2758,0.039,0.0011
nonstationary,0.3,42,0.6571,0.5042,0.3502,0.0
nonstationary,0.3,43,0.6238,0.4766,0.9859,0.0016
nonstationary,0.3,44,0.6639,0.5141,0.548,0.0
nonstationary,0.3,45,0.6414,0.4863,1.122,0.5542
nonstationary,0.3,46,0.6613,0.5128,0.4125,0.0
nonstationary,0.3,47,0.5891,0.4495,0.8357,0.0001
nonstationary,0.3,48,0.6398,0.4904,0.0593,0.0003
nonstationary,0.3,49,0.6518,0.5021,0.0473,0.0
nonstationary,0.3,50,0.6547,0.5057,4.3698,5.4349
nonstationary,0.3,51,0.6412,0.4926,0.3502,0.0
nonstationary,0.3,52,0.6365,0.4828,2.0263,0.0
nonstationary,0.3,53,0.6451,0.4966,5.7146,11.2149
nonstationary,0.3,54,0.6341,0.4886,0.4389,0.0
nonstationary,0.3,55,0.569,0.4327,0.373,0.1721
nonstationary,0.3,56,0.5754,0.4371,0.2612,0.0
nonstationary,0.3,57,0.6456,0.4964,2.3212,1.5586
nonstationary,0.3,58,0.5876,0.4511,0.505,0.0
nonstationary,0.3,59,0.6022,0.4657,0.1336,0.0068
nonstationary,0.3,60,0.6341,0.4866,0.8591,0.0
nonstationary,0.3,61,0.6363,0.4861,6.7157,28.1513
nonstationary,0.3,62,0.6259,0.4773,2.8177,1.8539
nonstationary,0.3,63,0.5285,0.3973,0.2173,0.0
nonstationary,0.3,64,0.6356,0.4812,1.1914,0.0
nonstationary,0.3,65,0.6136,0.465,1.7295,1.2149
nonstationary,0.3,66,0.65,0.4942,0.4551,0.0
nonstationary,0.3,67,0.6359,0.4854,3.0062,8.1535
nonstationary,0.3,68,0.6149,0.4708,0.2138,0.0
nonstationary,0.3,69,0.5925,0.458,0.4575,0.0021
nonstationary,0.3,70,0.6491,0.4923,0.0163,0.0002
nonstationary,0.3,71,0.6567,0.4962,15.4876,30.6739
nonstationary,0.3,72,0.6227,0.4816,0.0111,0.0001
nonstationary,0.3,73,0.6196,0.4757,0.384,0.0
nonstationary,0.3,74,0.6605,0.5112,1.2665,0.0317
nonstationary,0.3,75,0.6213,0.4753,1.5174,0.0768
nonstationary,0.3,76,0.6027,0.4627,1.782,0.3984
nonstationary,0.3,77,0.5717,0.4394,1.0145,0.0
nonstationary,0.3,78,0.5991,0.4545,1.2017,0.4453
nonstationary,0.3,79,0.6224,0.474,0.1109,0.0
nonstationary,0.3,80,0.5919,0.4523,0.1544,0.0
nonstationary,0.3,81,0.6778,0.5289,0.508,0.0
nonstationary,0.3,82,0.6036,0.4609,0.072,0.0
nonstationary,0.3,83,0.6121,0.4615,2.1342,1.7106
nonstationary,0.3,84,0.5781,0.4448,2.0866,0.0129
nonstationary,0.3,85,0.6063,0.4651,2.1502,0.0152
nonstationary,0.3,86,0.5717,0.4309,3.3993,4.767
nonstationary,0.3,87,0.7149,0.5547,0.0441,0.0003
nonstationary,0.3,88,0.6408,0.4893,0.2591,0.0
nonstationary,0.3,89,0.6362,0.4889,16.0375,98.5915
nonstationary,0.3,90,0.6233,0.4763,0.0427,0.0
nonstationary,0.3,91,0.6681,0.5143,5.7179,25.7857
nonstationary,0.3,92,0.5517,0.4259,1.2996,0.0
nonstationary,0.3,93,0.5967,0.4562,1.2107,0.1759
nonstationary,0.3,94,0.6006,0.4591,5.735,2.6512
nonstationary,0.3,95,0.6009,0.4572,2.8718,1.9792
nonstationary,0.3,96,0.6243,0.4698,4.6646,30.6449
nonstationary,0.3,97,0.5957,0.4532,6.4868,15.858
nonstationary,0.3,98,0.612,0.4734,2.2579,0.0069
nonstationary,0.3,99,0.6061,0.4588,0.0314,0.0004
nonstationary,0.3,100,0.6032,0.4549,0.5428,0.0
nonstationary,0.3,101,0.6351,0.4876,0.1518,0.0002
nonstationary,0.3,102,0.5803,0.443,7.1702,67.4187
nonstationary,0.3,103,0.6294,0.486,1.8742,4.7575
nonstationary,0.3,104,0.6127,0.4661,1.1911,1.1707
nonstationary,0.3,105,0.6344,0.4849,5.3314,7.8502
nonstationary,0.3,106,0.5953,0.4538,3.226,9.1153
nonstationary,0.3,107,0.5902,0.456,0.0512,0.0002
nonstationary,0.3,108,0.5741,0.4462,4.0642,0.0
nonstationary,0.3,109,0.6507,0.5014,0.449,0.0
nonstationary,0.3,110,0.619,0.473,0.3563,0.0
nonstationary,0.3,111,0.6462,0.4946,1.1158,0.0
nonstationary,0.3,112,0.6283,0.4773,0.3508,0.0
nonstationary,0.3,113,0.644,0.4968,0.0403,0.0001
nonstationary,0.3,114,0.6372,0.4831,3.0084,3.7315
nonstationary,0.3,115,0.6281,0.4876,4.9039,29.8237
nonstationary,0.3,116,0.6983,0.5398,3.7211,2.4072
nonstationary,0.3,117,0.6476,0.5015,0.0958,0.0
nonstationary,0.3,118,0.6443,0.495,3.4959,3.8336
nonstationary,0.3,119,0.6149,0.4748,0.0213,0.0
nonstationary,0.3,120,0.6662,0.515,1.2077,0.0
nonstationary,0.3,121,0.6703,0.5165,0.041,0.0003
nonstationary,0.3,122,0.6439,0.4989,0.0233,0.0005
nonstationary,0.3,123,0.5929,0.4483,4.1962,7.2755
nonstationary,0.3,124,0.6117,0.4609,1.1813,0.2599
nonstationary,0.3,125,0.5469,0.419,0.4253,0.0022
nonstationary,0.3,126,0.5696,0.4284,1.1026,0.2423
nonstationary,0.3,127,0.6534,0.5071,2.8195,0.0
nonstationary,0.3,128,0.63,0.478,0.8714,0.0
nonstationary,0.3,129,0.5679,0.429,0.6837,0.0
nonstationary,0.3,130,0.676,0.5245,0.6433,0.0049
nonstationary,0.3,131,0.6625,0.5094,0.3986,0.0
nonstationary,0.3,132,0.5761,0.44,0.7331,0.0042
nonstationary,0.3,133,0.6331,0.4849,0.0589,0.0001
nonstationary,0.3,134,0.5802,0.4346,0.4788,0.0
nonstationary,0.3,135,0.6493,0.4988,0.4842,0.0
nonstationary,0.3,136,0.6215,0.4784,0.2635,0.0
nonstationary,0.3,137,0.6117,0.4648,0.4124,0.0005
nonstationary,0.3,138,0.6129,0.4735,1.4714,0.0
nonstationary,0.3,139,0.621,0.4698,0.1995,0.0008
nonstationary,0.3,140,0.6215,0.4752,0.6086,0.0
nonstationary,0.3,141,0.6282,0.484,0.1284,0.0
nonstationary,0.3,142,0.6072,0.4662,5.8119,8.6924
nonstationary,0.3,143,0.6156,0.4715,4.3043,17.6518
nonstationary,0.3,144,0.57,0.4283,0.0919,0.0
nonstationary,0.3,145,0.5997,0.4635,0.0472,0.0
nonstationary,0.3,146,0.6581,0.5064,0.0519,0.0004
nonstationary,0.3,147,0.6233,0.4729,0.0257,0.0
nonstationary,0.3,148,0.5809,0.443,0.228,0.0
nonstationary,0.3,149,0.6407,0.4958,6.1604,17.0505
nonstationary,0.3,150,0.6547,0.5077,0.2699,0.0071
nonstationary,0.3,151,0.5868,0.4485,0.2999,0.0839
nonstationary,0.3,152,0.6344,0.4844,2.0484,0.3444
nonstationary,0.3,153,0.65,0.4998,0.6243,0.0
nonstationary,0.3,154,0.6096,0.4606,0.0764,0.0
nonstationary,0.3,155,0.61,0.4662,4.0947,6.4858
nonstationary,0.3,156,0.6307,0.4882,2.8166,0.1109
nonstationary,0.3,157,0.6072,0.4625,0.3639,0.0014
nonstationary,0.3,158,0.6159,0.4779,4.9654,17.5041
nonstationary,0.3,159,0.6494,0.4972,0.4271,0.0
nonstationary,0.3,160,0.6259,0.4774,0.3234,0.0
nonstationary,0.3,161,0.6427,0.4923,0.2152,0.0002
nonstationary,0.3,162,0.6144,0.4659,3.5176,15.0118
nonstationary,0.3,163,0.6119,0.4625,0.0539,0.0002
nonstationary,0.3,164,0.6,0.4566,4.6551,1.9138
nonstationary,0.3,165,0.5922,0.4491,3.158,6.9784
nonstationary,0.3,166,0.6283,0.4749,2.9682,0.1652
nonstationary,0.3,167,0.5818,0.4424,1.6325,0.9329
nonstationary,0.3,168,0.63,0.4794,0.3664,0.0
nonstationary,0.3,169,0.6294,0.4841,0.2898,0.0
nonstationary,0.3,170,0.6175,0.4773,0.0451,0.0001
nonstationary,0.3,171,0.6498,0.4948,2.5398,0.0
nonstationary,0.3,172,0.6852,0.5287,5.1856,19.8618
nonstationary,0.3,173,0.6149,0.4678,0.1469,0.007
nonstationary,0.3,174,0.6498,0.4931,0.0467,0.0
nonstationary,0.3,175,0.6291,0.477,2.1942,0.5827
nonstationary,0.3,176,0.6988,0.5406,6.6425,53.0556
nonstationary,0.3,177,0.6494,0.5068,0.2282,0.0
nonstationary,0.3,178,0.6178,0.4683,1.6801,0.6107
nonstationary,0.3,179,0.6015,0.4581,0.074,0.0002
nonstationary,0.3,180,0.6232,0.4758,3.539,5.2217
nonstationary,0.3,181,0.6158,0.465,13.4876,167.5942
nonstationary,0.3,182,0.6283,0.4845,0.0689,0.0
nonstationary,0.3,183,0.6372,0.486,0.4137,0.0
nonstationary,0.3,184,0.647,0.4964,3.5976,18.9061
nonstationary,0.3,185,0.6519,0.4975,1.0811,0.0
nonstationary,0.3,186,0.6171,0.4668,0.0252,0.0
nonstationary,0.3,187,0.6198,0.478,0.0304,0.0
nonstationary,0.3,188,0.6145,0.4712,0.1922,0.0
nonstationary,0.3,189,0.6073,0.466,0.3352,0.0001
nonstationary,0.3,190,0.6366,0.4865,0.394,0.0373
nonstationary,0.3,191,0.6203,0.476,0.0022,0.0
nonstationary,0.3,192,0.627,0.4796,0.4528,0.0001
nonstationary,0.3,193,0.6515,0.501,20.6501,67.938
nonstationary,0.3,194,0.5918,0.4498,1.4429,0.9049
nonstationary,0.3,195,0.6541,0.5019,2.7944,4.0226
nonstationary,0.3,196,0.6386,0.491,0.2213,0.0
nonstationary,0.3,197,0.6225,0.4738,6.1737,12.4725
nonstationary,0.3,198,0.5856,0.4492,0.0273,0.0
nonstationary,0.3,199,0.5526,0.4217,2.0388,0.1725
nonstationary,0.3,200,0.5961,0.45,0.4093,0.0
nonstationary,0.3,201,0.5995,0.4631,0.1759,0.0002
nonstationary,0.3,202,0.643,0.4961,0.5327,0.0415
nonstationary,0.3,203,0.66,0.5099,0.3425,0.0001
nonstationary,0.3,204,0.5984,0.4585,0.666,0.1595
nonstationary,0.3,205,0.6037,0.4639,0.0142,0.0
nonstationary,0.3,206,0.6313,0.4836,0.0169,0.0
nonstationary,0.3,207,0.6147,0.4683,0.0317,0.0005
nonstationary,0.3,208,0.6419,0.493,0.248,0.0244
nonstationary,0.3,209,0.6298,0.4824,0.449,0.0967
nonstationary,0.3,210,0.6096,0.465,0.0477,0.0003
nonstationary,0.3,211,0.6414,0.4909,8.9308,55.7773
nonstationary,0.3,212,0.5892,0.4519,0.018,0.0003
nonstationary,0.3,213,0.5953,0.4505,4.0667,0.9703
nonstationary,0.3,214,0.6187,0.4708,0.1098,0.0
nonstationary,0.3,215,0.6179,0.4709,1.978,0.5668
nonstationary,0.3,216,0.5914,0.4446,10.1139,63.4892
nonstationary,0.3,217,0.6291,0.4859,0.0123,0.0
nonstationary,0.3,218,0.5905,0.4458,0.0114,0.0003
nonstationary,0.3,219,0.6135,0.4677,7.6818,48.7079
nonstationary,0.3,220,0.6661,0.5093,1.2351,0.0243
nonstationary,0.3,221,0.651,0.4942,0.0425,0.0
nonstationary,0.3,222,0.6199,0.4708,3.5171,4.2331
nonstationary,0.3,223,0.6396,0.4912,0.7102,0.0
nonstationary,0.3,224,0.6344,0.485,0.0058,0.0
nonstationary,0.3,225,0.5976,0.4612,1.0358,0.0
