regime,hallucination_rate,seed,spearman_rho,kendall_tau,final_V_true,final_V_hat
stationary,0.3,113,0.6425,0.4951,0.0341,0.0002
stationary,0.3,114,0.6352,0.4809,2.9986,3.6493
stationary,0.3,115,0.6289,0.4885,4.9319,29.9846
stationary,0.3,116,0.6975,0.5386,3.656,2.3842
stationary,0.3,117,0.6478,0.5018,0.0865,0.0
stationary,0.3,118,0.6414,0.4925,3.4348,3.6472
stationary,0.3,119,0.6174,0.4771,0.0205,0.0
stationary,0.3,120,0.6669,0.5154,1.2419,0.0
stationary,0.3,121,0.6702,0.5168,0.0454,0.0005
stationary,0.3,122,0.6463,0.5006,0.0147,0.0005
stationary,0.3,123,0.5898,0.445,4.2242,7.3793
stationary,0.3,124,0.6136,0.4631,1.1592,0.2541
stationary,0.3,125,0.5488,0.4198,0.4313,0.0033
stationary,0.3,126,0.5732,0.4315,1.0661,0.2238
stationary,0.3,127,0.6557,0.5097,2.8877,0.0
stationary,0.3,128,0.6323,0.4804,0.9189,0.0
stationary,0.3,129,0.5681,0.4292,0.6518,0.0
stationary,0.3,130,0.6759,0.524,0.6889,0.0062
stationary,0.3,131,0.6611,0.5087,0.37,0.0
stationary,0.3,132,0.575,0.4389,0.7326,0.0034
stationary,0.3,133,0.6348,0.4865,0.0859,0.0001
stationary,0.3,134,0.5794,0.4341,0.5108,0.0
stationary,0.3,135,0.6529,0.5017,0.4514,0.0
stationary,0.3,136,0.6258,0.4824,0.2222,0.0
stationary,0.3,137,0.6142,0.467,0.3828,0.0006
stationary,0.3,138,0.6098,0.4701,1.412,0.0
stationary,0.3,139,0.6202,0.4696,0.148,0.0005
stationary,0.3,140,0.621,0.4741,0.6654,0.0
stationary,0.3,141,0.6263,0.4817,0.1365,0.0
stationary,0.3,142,0.6091,0.4675,5.7933,8.6782
stationary,0.3,143,0.6127,0.4687,4.2334,17.4868
stationary,0.3,144,0.5748,0.4326,0.1098,0.0
stationary,0.3,145,0.6017,0.4649,0.0695,0.0
stationary,0.3,146,0.6585,0.5067,0.0373,0.0003
stationary,0.3,147,0.6217,0.4711,0.0195,0.0
stationary,0.3,148,0.5838,0.4461,0.2179,0.0
stationary,0.3,149,0.6365,0.4918,6.2179,17.2406
stationary,0.3,150,0.659,0.5112,0.2847,0.0081
stationary,0.3,151,0.5858,0.4471,0.2949,0.0854
stationary,0.3,152,0.6317,0.4814,2.0585,0.3478
stationary,0.3,153,0.6475,0.4982,0.5715,0.0
stationary,0.3,154,0.6098,0.4608,0.0935,0.0
stationary,0.3,155,0.6127,0.4691,4.1061,6.5725
stationary,0.3,156,0.6277,0.4858,2.8058,0.1117
stationary,0.3,157,0.6095,0.4644,0.3668,0.0017
stationary,0.3,158,0.6136,0.4757,4.9553,17.6877
stationary,0.3,159,0.6472,0.4947,0.4503,0.0
stationary,0.3,160,0.6236,0.4749,0.368,0.0
stationary,0.3,161,0.643,0.4924,0.2138,0.0002
stationary,0.3,162,0.6139,0.4652,3.4726,14.9525
stationary,0.3,163,0.6148,0.4651,0.0356,0.0002
stationary,0.3,164,0.596,0.4526,4.5549,1.7929
stationary,0.3,165,0.5899,0.4471,3.1928,7.1485
stationary,0.3,166,0.6291,0.4763,2.9188,0.1617
stationary,0.3,167,0.5808,0.4413,1.6056,0.9414
stationary,0.3,168,0.6293,0.4786,0.3923,0.0
stationary,0.3,169,0.6279,0.4823,0.3033,0.0
stationary,0.3,170,0.6159,0.4759,0.0373,0.0001
stationary,0.3,171,0.6496,0.4949,2.5579,0.0
stationary,0.3,172,0.6863,0.53,5.1727,19.6856
stationary,0.3,173,0.6147,0.4673,0.1558,0.0079
stationary,0.3,174,0.6499,0.4938,0.0568,0.0
stationary,0.3,175,0.6296,0.4772,2.1288,0.5659
stationary,0.3,176,0.6982,0.5401,6.6566,53.049
stationary,0.3,177,0.6481,0.5051,0.2111,0.0
stationary,0.3,178,0.6179,0.4681,1.695,0.6011
stationary,0.3,179,0.6017,0.4581,0.0889,0.0002
stationary,0.3,180,0.6233,0.4765,3.5455,5.182
stationary,0.3,181,0.6174,0.4659,13.5572,168.5307
stationary,0.3,182,0.6296,0.4855,0.0595,0.0
stationary,0.3,183,0.6365,0.4861,0.3767,0.0
stationary,0.3,184,0.6484,0.4973,3.6012,18.9885
stationary,0.3,185,0.6549,0.501,1.0344,0.0
stationary,0.3,186,0.6171,0.4679,0.0218,0.0
stationary,0.3,187,0.6164,0.475,0.0166,0.0
stationary,0.3,188,0.6126,0.4687,0.1714,0.0
stationary,0.3,189,0.6119,0.4708,0.2861,0.0001
stationary,0.3,190,0.6379,0.4879,0.4035,0.0382
stationary,0.3,191,0.6193,0.4749,0.0048,0.0
stationary,0.3,192,0.6295,0.4822,0.4242,0.0
stationary,0.3,193,0.6534,0.5029,20.4717,66.9063
stationary,0.3,194,0.5899,0.4487,1.4229,0.862
stationary,0.3,195,0.652,0.5001,2.7492,3.8828
stationary,0.3,196,0.6368,0.4901,0.2433,0.0
stationary,0.3,197,0.6227,0.4736,6.1043,12.2974
stationary,0.3,198,0.5846,0.4486,0.0203,0.0
stationary,0.3,199,0.5527,0.4213,2.095,0.193
stationary,0.3,200,0.5972,0.451,0.4042,0.0
stationary,0.3,201,0.5998,0.4632,0.155,0.0001
stationary,0.3,202,0.6415,0.4938,0.5555,0.0431
stationary,0.3,203,0.6605,0.5108,0.3731,0.0001
stationary,0.3,204,0.5986,0.458,0.6824,0.1702
stationary,0.3,205,0.6069,0.466,0.0134,0.0
stationary,0.3,206,0.6333,0.4853,0.0123,0.0
stationary,0.3,207,0.6152,0.4693,0.026,0.0005
stationary,0.3,208,0.6398,0.4909,0.2509,0.0252
stationary,0.3,209,0.629,0.4819,0.4109,0.0934
stationary,0.3,210,0.6085,0.4639,0.0595,0.0003
stationary,0.3,211,0.6414,0.4911,8.9909,56.5331
stationary,0.3,212,0.5871,0.4494,0.0131,0.0002
stationary,0.3,213,0.5943,0.4494,3.9858,0.9451
stationary,0.3,214,0.6154,0.4682,0.0944,0.0
stationary,0.3,215,0.6212,0.4741,2.0319,0.5673
stationary,0.3,216,0.591,0.4447,10.1618,63.7894
stationary,0.3,217,0.6281,0.4844,0.0158,0.0
stationary,0.3,218,0.5901,0.4454,0.0072,0.0003
stationary,0.3,219,0.6201,0.4743,7.6006,47.8444
stationary,0.3,220,0.6644,0.5076,1.2706,0.0254
stationary,0.3,221,0.6527,0.4961,0.044,0.0
stationary,0.3,222,0.6169,0.4676,3.556,4.2776
stationary,0.3,223,0.6381,0.4896,0.6163,0.0
stationary,0.3,224,0.6347,0.485,0.0069,0.0
stationary,0.3,225,0.599,0.4625,1.0236,0.0
stationary,0.3,226,0.545,0.4063,1.362,0.0
stationary,0.3,227,0.6276,0.4784,0.382,0.0
stationary,0.3,228,0.6069,0.4603,0.2621,0.0
stationary,0.3,229,0.6827,0.5273,0.1726,0.0
stationary,0.3,230,0.6701,0.5142,2.7707,7.3706
stationary,0.3,231,0.6526,0.5079,0.4054,0.0
stationary,0.3,232,0.6047,0.4628,3.6549,8.6516
stationary,0.3,233,0.5721,0.4313,0.7258,0.0
stationary,0.3,234,0.6419,0.4912,0.5825,0.0
stationary,0.3,235,0.5852,0.4515,6.191,9.582
stationary,0.3,236,0.6599,0.5062,0.4214,0.0478
stationary,0.3,237,0.6207,0.4768,3.0945,2.8248
stationary,0.3,238,0.6076,0.4611,3.0335,7.0349
stationary,0.3,239,0.5927,0.4538,0.0601,0.0
stationary,0.3,240,0.6389,0.4903,0.3261,0.0
stationary,0.3,241,0.6152,0.4707,0.0092,0.0
stationary,0.5,42,0.7201,0.5706,3.5398,13.5211
stationary,0.5,43,0.735,0.5749,0.3084,0.0
stationary,0.5,44,0.7581,0.5943,0.1165,0.0
stationary,0.5,45,0.7357,0.5709,0.3993,0.0
stationary,0.5,46,0.7445,0.5843,0.5171,0.0
stationary,0.5,47,0.714,0.5585,0.1748,0.0
stationary,0.5,48,0.7297,0.5744,0.5068,0.0
stationary,0.5,49,0.7729,0.6094,4.3218,3.1267
stationary,0.5,50,0.7653,0.5954,1.1651,0.0
stationary,0.5,51,0.7159,0.5565,0.1805,0.0
stationary,0.5,52,0.7405,0.5777,0.7139,0.0
stationary,0.5,53,0.7122,0.5527,3.4258,6.6032
stationary,0.5,54,0.7405,0.5755,1.2948,0.0
stationary,0.5,55,0.6945,0.5452,0.8897,0.0
stationary,0.5,56,0.7426,0.5819,0.1805,0.0
stationary,0.5,57,0.6948,0.5399,1.0035,1.2147
stationary,0.5,58,0.716,0.5606,0.4705,0.0
stationary,0.5,59,0.6707,0.5255,0.1997,0.0002
stationary,0.5,60,0.7434,0.5864,1.4277,0.6406
stationary,0.5,61,0.7363,0.5802,0.4666,0.0268
stationary,0.5,62,0.7459,0.5833,10.5791,76.0609
stationary,0.5,63,0.7187,0.5677,4.7345,25.0485
stationary,0.5,64,0.7189,0.56,0.4023,0.0
stationary,0.5,65,0.7193,0.5601,0.3343,0.0
stationary,0.5,66,0.7423,0.5761,0.173,0.0003
stationary,0.5,67,0.7273,0.5598,5.0524,2.6284
stationary,0.5,68,0.7224,0.564,0.594,0.0156
stationary,0.5,69,0.6945,0.5455,6.1982,5.8993
stationary,0.5,70,0.734,0.5758,7.7235,15.7988
stationary,0.5,71,0.7514,0.5884,2.351,1.2188
stationary,0.5,72,0.7554,0.5871,0.0507,0.0
stationary,0.5,73,0.7409,0.5721,0.0965,0.0001
stationary,0.5,74,0.6922,0.5425,2.0765,0.8668
stationary,0.5,75,0.76,0.5992,6.0095,13.481
stationary,0.5,76,0.7275,0.5704,6.1705,3.919
stationary,0.5,77,0.6987,0.5451,0.7229,0.035
stationary,0.5,78,0.7242,0.5595,0.348,0.0
stationary,0.5,79,0.6988,0.5455,0.3891,0.0089
stationary,0.5,80,0.7024,0.5481,0.8021,0.0
stationary,0.5,81,0.7097,0.5503,0.5808,0.0
stationary,0.5,82,0.7137,0.5601,1.2733,1.0896
stationary,0.5,83,0.7352,0.5742,1.1335,0.0
stationary,0.5,84,0.6844,0.5312,2.8071,0.2806
stationary,0.5,85,0.6843,0.5372,2.339,0.6597
stationary,0.5,86,0.735,0.5725,0.1069,0.0
stationary,0.5,87,0.761,0.5954,0.2199,0.0003
stationary,0.5,88,0.7081,0.5557,12.9567,106.0509
stationary,0.5,89,0.704,0.5429,4.2258,0.0
stationary,0.5,90,0.7378,0.5731,0.1629,0.0
stationary,0.5,91,0.7402,0.5813,0.3486,0.0
stationary,0.5,92,0.6995,0.5524,6.8715,30.4879
stationary,0.5,93,0.7078,0.5579,1.0558,0.126
stationary,0.5,94,0.7367,0.5766,3.2027,10.4336
stationary,0.5,95,0.7284,0.5704,7.5488,4.3642
stationary,0.5,96,0.6993,0.5391,2.4412,0.0513
stationary,0.5,97,0.7574,0.5935,2.2642,6.9302
stationary,0.5,98,0.7517,0.591,0.9748,0.0
stationary,0.5,99,0.7409,0.5854,0.1201,0.0007
stationary,0.5,100,0.7325,0.5696,0.1643,0.0
stationary,0.5,101,0.7357,0.5791,1.0041,0.0
stationary,0.5,102,0.6624,0.5198,2.8405,4.945
stationary,0.5,103,0.7084,0.5524,6.0279,2.4396
stationary,0.5,104,0.7309,0.5703,6.2442,14.1736
stationary,0.5,105,0.7158,0.5622,9.9318,79.8638
stationary,0.5,106,0.7315,0.5659,0.1415,0.0013
stationary,0.5,107,0.7131,0.5533,1.0261,0.0
stationary,0.5,108,0.6633,0.5245,0.6076,0.0
stationary,0.5,109,0.7433,0.5859,0.2499,0.0
stationary,0.5,110,0.7337,0.5743,0.5227,0.0
stationary,0.5,111,0.715,0.5553,0.4795,0.0
stationary,0.5,112,0.7143,0.5563,0.2846,0.0
stationary,0.5,113,0.7299,0.5749,1.2567,0.0
stationary,0.5,114,0.7265,0.5666,0.0134,0.0
stationary,0.5,115,0.7138,0.5513,7.1132,34.1127
stationary,0.5,116,0.7302,0.567,1.6703,0.5861
stationary,0.5,117,0.7631,0.6052,0.8554,0.0
stationary,0.5,118,0.721,0.5656,0.0701,0.0002
stationary,0.5,119,0.7045,0.5448,1.5582,2.155
stationary,0.5,120,0.7555,0.5912,2.0597,0.0583
stationary,0.5,121,0.7283,0.5712,0.3399,0.0
stationary,0.5,122,0.7079,0.5517,2.2474,5.173
stationary,0.5,123,0.7093,0.5508,0.8674,0.0287
stationary,0.5,124,0.7599,0.5947,0.4057,0.0
stationary,0.5,125,0.694,0.5502,0.4107,0.0
stationary,0.5,126,0.7015,0.5463,1.6326,0.0
stationary,0.5,127,0.7006,0.5472,5.8997,22.5329
stationary,0.5,128,0.7018,0.5448,2.4311,0.2268
stationary,0.5,129,0.7546,0.5925,0.8885,0.0
stationary,0.5,130,0.7573,0.5914,0.207,0.0
stationary,0.5,131,0.6994,0.5477,4.8259,4.9403
stationary,0.5,132,0.7048,0.5458,1.1918,0.0
stationary,0.5,133,0.7235,0.5684,0.2677,0.0002
stationary,0.5,134,0.7261,0.5648,2.5843,1.4693
stationary,0.5,135,0.7621,0.6004,0.0973,0.0001
stationary,0.5,136,0.6988,0.5433,3.0255,0.1725
stationary,0.5,137,0.7149,0.5549,0.1674,0.0001
stationary,0.5,138,0.7448,0.5848,5.5243,6.9023
stationary,0.5,139,0.7001,0.5417,0.8215,0.0
stationary,0.5,140,0.7217,0.5632,2.5302,1.2444
stationary,0.5,141,0.7585,0.5988,12.5116,90.575
stationary,0.5,142,0.7247,0.5641,19.9568,56.6856
stationary,0.5,143,0.717,0.5588,2.334,1.7481
stationary,0.5,144,0.7177,0.5583,0.7578,0.0
stationary,0.5,145,0.7047,0.5541,0.3513,0.0
stationary,0.5,146,0.7395,0.5757,0.1759,0.0
stationary,0.5,147,0.7138,0.5502,8.6037,31.3147
stationary,0.5,148,0.7221,0.5714,0.2084,0.0
stationary,0.5,149,0.7206,0.5641,2.529,0.6672
stationary,0.5,150,0.7376,0.5769,0.9649,0.0268
stationary,0.5,151,0.7024,0.5464,0.566,0.1026
stationary,0.5,152,0.7048,0.5481,7.9739,8.9609
stationary,0.5,153,0.6933,0.5407,0.4144,0.0
stationary,0.5,154,0.7515,0.5921,0.0277,0.0001
stationary,0.5,155,0.7254,0.5683,1.3104,0.8498
stationary,0.5,156,0.7398,0.5759,0.2062,0.0
stationary,0.5,157,0.7277,0.5633,0.7055,0.001
stationary,0.5,158,0.7034,0.5513,3.0757,0.749
stationary,0.5,159,0.7555,0.5928,0.5919,0.0
stationary,0.5,160,0.7229,0.5713,0.9187,0.0
stationary,0.5,161,0.6839,0.5375,3.2104,4.0967
stationary,0.5,162,0.7217,0.56,2.1402,0.4013
stationary,0.5,163,0.738,0.5813,0.0941,0.0001
stationary,0.5,164,0.7317,0.5719,11.3621,108.1891
stationary,0.5,165,0.6995,0.547,0.3555,0.0
stationary,0.5,166,0.7279,0.5661,0.7002,0.0
stationary,0.5,167,0.7403,0.5757,8.4442,91.5274
stationary,0.5,168,0.7629,0.6019,0.7282,0.0
stationary,0.5,169,0.704,0.5493,1.1402,0.0
stationary,0.5,170,0.7227,0.5639,0.713,0.0
stationary,0.5,171,0.7083,0.5532,2.0458,1.6315
stationary,0.5,172,0.729,0.5704,0.3064,0.0
stationary,0.5,173,0.7006,0.5386,3.2963,2.0206
stationary,0.5,174,0.7171,0.5638,3.3148,0.0003
stationary,0.5,175,0.7329,0.5702,1.0455,0.0361
stationary,0.5,176,0.7528,0.5873,8.5787,0.2369
stationary,0.5,177,0.7227,0.5653,0.4152,0.0
stationary,0.5,178,0.7391,0.5748,2.2897,0.0419
stationary,0.5,179,0.7342,0.5722,1.5966,0.0
stationary,0.5,180,0.7213,0.5611,4.8177,11.903
stationary,0.5,181,0.7247,0.5633,3.4208,0.1571
stationary,0.5,182,0.6953,0.5354,5.6551,29.4255
stationary,0.5,183,0.68,0.5284,0.1964,0.0002
stationary,0.5,184,0.709,0.5524,0.4024,0.184
stationary,0.5,185,0.7204,0.5559,0.184,0.0
stationary,0.5,186,0.7394,0.5791,2.6751,0.0
stationary,0.5,187,0.7671,0.6041,4.7265,12.3949
stationary,0.5,188,0.7003,0.5392,3.3709,0.055
stationary,0.5,189,0.7101,0.5551,1.6604,0.0
stationary,0.5,190,0.7434,0.5822,0.6354,0.0
stationary,0.5,191,0.7148,0.5598,1.6855,0.0086
stationary,0.5,192,0.7056,0.5507,1.5364,0.0
stationary,0.5,193,0.7434,0.5891,2.0457,0.0
stationary,0.5,194,0.7152,0.5602,3.9286,2.6392
stationary,0.5,195,0.7361,0.5724,1.9522,0.6901
stationary,0.5,196,0.7557,0.5928,4.0576,15.327
stationary,0.5,197,0.6852,0.5361,6.7621,11.9866
stationary,0.5,198,0.7132,0.556,1.6809,0.0053
stationary,0.5,199,0.6972,0.5409,0.8544,0.0
stationary,0.5,200,0.7436,0.5804,5.1945,22.4716
stationary,0.5,201,0.6879,0.5386,0.2326,0.0
stationary,0.5,202,0.691,0.5406,13.0614,73.4633
stationary,0.5,203,0.7733,0.6047,0.3288,0.0066
stationary,0.5,204,0.7176,0.5655,0.6925,0.0
stationary,0.5,205,0.7308,0.575,0.3921,0.0
stationary,0.5,206,0.6978,0.5455,5.3087,0.0
stationary,0.5,207,0.7328,0.5768,0.272,0.0
stationary,0.5,208,0.6889,0.5318,2.5201,8.9672
stationary,0.5,209,0.7272,0.5646,0.2234,0.0
stationary,0.5,210,0.7002,0.5451,0.0476,0.0
stationary,0.5,211,0.7078,0.555,0.8024,0.0223
stationary,0.5,212,0.7187,0.5674,1.4602,0.0
stationary,0.5,213,0.7274,0.561,0.2161,0.0
stationary,0.5,214,0.7323,0.5798,4.1175,3.8675
stationary,0.5,215,0.7307,0.57,5.9201,0.6911
stationary,0.5,216,0.7029,0.5543,2.4989,3.6388
stationary,0.5,217,0.7057,0.5509,0.4699,0.0
stationary,0.5,218,0.7097,0.5524,0.6602,0.0015
stationary,0.5,219,0.7439,0.5836,2.3474,3.4845
stationary,0.5,220,0.7141,0.5506,0.447,0.0126
stationary,0.5,221,0.7328,0.5712,1.222,0.0
stationary,0.5,222,0.7134,0.5557,1.0051,0.1779
stationary,0.5,223,0.7039,0.5479,9.2777,29.8869
stationary,0.5,224,0.7463,0.5852,0.9265,0.012
stationary,0.5,225,0.7093,0.5604,3.9252,1.8184
stationary,0.5,226,0.7059,0.5492,3.7769,2.8302
stationary,0.5,227,0.7555,0.5982,2.8721,10.7957
stationary,0.5,228,0.6856,0.5373,0.3912,0.0
stationary,0.5,229,0.7251,0.56,0.5712,0.0
stationary,0.5,230,0.7607,0.5982,16.7786,108.391
stationary,0.5,231,0.7179,0.5601,1.3347,0.6905
stationary,0.5,232,0.7415,0.5724,6.6762,27.1812
stationary,0.5,233,0.6924,0.541,12.9862,52.9019
stationary,0.5,234,0.7346,0.5792,0.124,0.0
stationary,0.5,235,0.6738,0.5331,5.5497,2.9933
stationary,0.5,236,0.754,0.5903,1.0108,0.0169
stationary,0.5,237,0.7124,0.5524,2.02,3.9051
stationary,0.5,238,0.7381,0.5745,4.6067,7.1019
stationary,0.5,239,0.7264,0.5714,0.3962,0.0
stationary,0.5,240,0.7567,0.5917,2.4164,1.0593
stationary,0.5,241,0.7228,0.5683,0.4823,0.0
nonstationary,0.0,42,0.5047,0.3614,0.033,0.0
nonstationary,0.0,43,0.5349,0.3872,0.0483,0.0
nonstationary,0.0,44,0.5005,0.3595,0.3315,0.0833
nonstationary,0.0,45,0.5351,0.3809,0.0187,0.0
nonstationary,0.0,46,0.5008,0.3603,0.0826,0.0022
nonstationary,0.0,47,0.455,0.3266,0.0217,0.0
nonstationary,0.0,48,0.5205,0.3738,0.214,0.0084
nonstationary,0.0,49,0.5022,0.3571,0.0683,0.0026
nonstationary,0.0,50,0.5189,0.372,0.2407,0.0002
nonstationary,0.0,51,0.5292,0.3733,0.107,0.0016
nonstationary,0.0,52,0.5017,0.3546,0.0329,0.0
nonstationary,0.0,53,0.5069,0.3641,0.1629,0.0028
nonstationary,0.0,54,0.4697,0.3419,0.1181,0.0049
nonstationary,0.0,55,0.4433,0.3245,0.2197,0.0129
nonstationary,0.0,56,0.4879,0.3563,0.2698,0.0228
nonstationary,0.0,57,0.5116,0.3675,0.3397,0.0314
nonstationary,0.0,58,0.4686,0.3372,0.137,0.0065
nonstationary,0.0,59,0.4643,0.3379,0.2484,0.0208
nonstationary,0.0,60,0.4653,0.3354,0.1137,0.0045
nonstationary,0.0,61,0.4895,0.3542,0.0106,0.0
nonstationary,0.0,62,0.4342,0.3144,0.203,0.0029
nonstationary,0.0,63,0.4322,0.3164,0.2433,0.0582
nonstationary,0.0,64,0.4792,0.3442,0.0268,0.0003
nonstationary,0.0,65,0.4511,0.3266,0.0402,0.0
nonstationary,0.0,66,0.5491,0.3943,0.183,0.0031
nonstationary,0.0,67,0.5088,0.3608,0.0381,0.0003
nonstationary,0.0,68,0.4563,0.3332,0.0354,0.0
nonstationary,0.0,69,0.4952,0.3631,0.0789,0.0
nonstationary,0.0,70,0.4911,0.3546,0.3461,0.008
nonstationary,0.0,71,0.4804,0.3391,0.0912,0.0002
nonstationary,0.0,72,0.5428,0.3937,0.2602,0.0267
nonstationary,0.0,73,0.484,0.3484,0.0768,0.0
nonstationary,0.0,74,0.5379,0.3832,0.2358,0.0147
nonstationary,0.0,75,0.4815,0.3447,0.0892,0.0117
nonstationary,0.0,76,0.5,0.3591,0.1377,0.016
nonstationary,0.0,77,0.5084,0.3687,0.1547,0.0132
nonstationary,0.0,78,0.5318,0.384,0.2037,0.0679
nonstationary,0.0,79,0.4802,0.3379,0.0844,0.0016
nonstationary,0.0,80,0.5089,0.3671,0.3451,0.0044
nonstationary,0.0,81,0.5244,0.3792,0.0849,0.0
nonstationary,0.0,82,0.4812,0.3518,0.129,0.0048
nonstationary,0.0,83,0.5009,0.3597,0.2728,0.005
nonstationary,0.0,84,0.4384,0.3222,0.1779,0.0314
nonstationary,0.0,85,0.4863,0.355,0.0989,0.0013
nonstationary,0.0,86,0.457,0.3287,0.2455,0.0455
nonstationary,0.0,87,0.5529,0.3972,0.2632,0.0007
nonstationary,0.0,88,0.4874,0.3532,0.0945,0.0017
nonstationary,0.0,89,0.5177,0.371,0.0753,0.0001
nonstationary,0.0,90,0.4921,0.3576,0.1793,0.0319
nonstationary,0.0,91,0.5524,0.397,0.0694,0.0
nonstationary,0.0,92,0.4028,0.3001,0.1019,0.0012
nonstationary,0.0,93,0.4475,0.3211,0.064,0.0003
nonstationary,0.0,94,0.4447,0.3168,0.0051,0.0
nonstationary,0.0,95,0.5312,0.3831,0.0583,0.0015
nonstationary,0.0,96,0.4578,0.3318,0.067,0.0
nonstationary,0.0,97,0.5624,0.4092,0.15,0.0095
nonstationary,0.0,98,0.4499,0.3229,0.1441,0.0011
nonstationary,0.0,99,0.5293,0.3788,0.0528,0.0
nonstationary,0.0,100,0.4952,0.3587,0.0773,0.0017
nonstationary,0.0,101,0.4711,0.3419,0.0606,0.0
nonstationary,0.0,102,0.4559,0.3307,0.0252,0.0004
nonstationary,0.0,103,0.4504,0.3231,0.4768,0.0635
nonstationary,0.0,104,0.5231,0.3721,0.0276,0.0001
nonstationary,0.0,105,0.4779,0.3492,0.0126,0.0
nonstationary,0.0,106,0.5184,0.3725,0.0311,0.0
nonstationary,0.0,107,0.5165,0.3738,0.061,0.0034
nonstationary,0.0,108,0.4384,0.3267,0.0536,0.0006
nonstationary,0.0,109,0.4785,0.3415,0.2868,0.0484
nonstationary,0.0,110,0.5326,0.3842,0.0771,0.0
nonstationary,0.0,111,0.5796,0.4149,0.018,0.0
nonstationary,0.0,112,0.5046,0.3624,0.0489,0.0
nonstationary,0.0,113,0.4704,0.3364,0.0836,0.0005
nonstationary,0.0,114,0.4584,0.3285,0.1378,0.004
nonstationary,0.0,115,0.4787,0.3497,0.0713,0.0001
nonstationary,0.0,116,0.4895,0.3529,0.0421,0.0
nonstationary,0.0,117,0.53,0.3796,0.1005,0.0026
nonstationary,0.0,118,0.5008,0.3567,0.0868,0.0014
nonstationary,0.0,119,0.4889,0.3543,0.0127,0.0002
nonstationary,0.0,120,0.5052,0.364,0.0438,0.0005
nonstationary,0.0,121,0.5365,0.3865,0.1131,0.0008
nonstationary,0.0,122,0.5022,0.3649,0.0799,0.0021
nonstationary,0.0,123,0.4728,0.3369,0.3241,0.098
nonstationary,0.0,124,0.5057,0.3621,0.1159,0.0014
nonstationary,0.0,125,0.4388,0.321,0.0735,0.0006
nonstationary,0.0,126,0.4756,0.3437,0.3434,0.011
nonstationary,0.0,127,0.4302,0.3101,0.0796,0.0007
nonstationary,0.0,128,0.4737,0.3406,0.0968,0.0
nonstationary,0.0,129,0.4782,0.3409,0.1088,0.0001
nonstationary,0.0,130,0.5317,0.3852,0.2236,0.02
nonstationary,0.0,131,0.4903,0.3496,0.0619,0.0001
nonstationary,0.0,132,0.4789,0.3445,0.0612,0.0004
nonstationary,0.0,133,0.451,0.3241,0.0384,0.0
nonstationary,0.0,134,0.526,0.3781,0.343,0.0851
nonstationary,0.0,135,0.5543,0.3982,0.1461,0.0089
nonstationary,0.0,136,0.5031,0.3658,0.1846,0.0003
nonstationary,0.0,137,0.4767,0.3419,0.1562,0.0277
nonstationary,0.0,138,0.4423,0.323,0.1804,0.0022
nonstationary,0.0,139,0.4878,0.3541,0.0523,0.0018
nonstationary,0.0,140,0.4843,0.3549,0.0187,0.0
nonstationary,0.0,141,0.4758,0.3409,0.205,0.0011
nonstationary,0.0,142,0.4739,0.3413,0.0122,0.0002
nonstationary,0.0,143,0.5226,0.3771,0.1457,0.0137
nonstationary,0.0,144,0.5068,0.3638,0.5656,0.1107
nonstationary,0.0,145,0.4691,0.3443,0.141,0.0001
nonstationary,0.0,146,0.5152,0.3689,0.0498,0.0
nonstationary,0.0,147,0.477,0.3425,0.0428,0.0
nonstationary,0.0,148,0.4839,0.3476,0.1574,0.0004
nonstationary,0.0,149,0.4795,0.3466,0.1218,0.0074
nonstationary,0.0,150,0.5814,0.4219,0.033,0.0
nonstationary,0.0,151,0.3986,0.2932,0.1502,0.0113
nonstationary,0.0,152,0.5272,0.3837,0.0742,0.0004
nonstationary,0.0,153,0.4297,0.3072,0.0707,0.0
nonstationary,0.0,154,0.5405,0.3903,0.2233,0.019
nonstationary,0.0,155,0.5243,0.3798,0.0457,0.0
nonstationary,0.0,156,0.514,0.3686,0.099,0.0
nonstationary,0.0,157,0.5124,0.3642,0.2894,0.0107
nonstationary,0.0,158,0.4416,0.3229,0.0489,0.0015
nonstationary,0.0,159,0.5049,0.3656,0.0529,0.0005
nonstationary,0.0,160,0.4597,0.3339,0.0775,0.0055
nonstationary,0.0,161,0.4309,0.3189,0.1744,0.0015
nonstationary,0.0,162,0.5339,0.382,0.0274,0.0
nonstationary,0.0,163,0.5238,0.3758,0.0534,0.0
nonstationary,0.0,164,0.4357,0.3183,0.1705,0.0223
nonstationary,0.0,165,0.5062,0.3647,0.2365,0.0099
nonstationary,0.0,166,0.4946,0.36,0.1283,0.0005
nonstationary,0.0,167,0.4981,0.3614,0.0989,0.004
nonstationary,0.0,168,0.517,0.3709,0.111,0.0001
nonstationary,0.0,169,0.4619,0.3348,0.2133,0.0203
nonstationary,0.0,170,0.4871,0.351,0.0768,0.001
nonstationary,0.0,171,0.5028,0.3576,0.2628,0.0694
nonstationary,0.0,172,0.5294,0.3803,0.1045,0.0014
nonstationary,0.0,173,0.5348,0.3829,0.2076,0.0059
nonstationary,0.0,174,0.5058,0.3636,0.0775,0.003
nonstationary,0.0,175,0.4881,0.3531,0.1867,0.0025
nonstationary,0.0,176,0.5186,0.3685,0.0246,0.0
nonstationary,0.0,177,0.4785,0.3501,0.0992,0.0008
nonstationary,0.0,178,0.5471,0.3918,0.1564,0.0071
nonstationary,0.0,179,0.5,0.3566,0.248,0.014
