seed,hallucination_rate,controller,final_vhat,final_vtrue,viol_rate,conv_steps,pearson_r,spearman_r
51,0.0,cosine,0.000249509019082208,0.00788900018882566,0.23623623623623624,530,-0.012848332188552835,0.06392337260342006
51,0.0,grad_clip,0.0,0.07293305068605473,0.46646646646646645,5,0.07804997345852907,0.6921222718925608
51,0.0,adam,0.00023248467869453106,0.004504268310705784,0.47047047047047047,10,-0.04775092628317797,-0.05262539361217931
51,0.0,adaptive,0.00480486408837894,0.1040955331999863,0.4214214214214214,14,0.9425644633713162,0.016300101660235752
52,0.0,no_damping,9.992007221626409e-16,478366081973.5474,0.016016016016016016,1000,-0.40019584127462654,0.6548904725919933
52,0.0,cosine,0.00019372306435348066,0.015425457554525764,0.23223223223223224,531,0.07163489157792519,-0.03470726716647335
52,0.0,grad_clip,0.00075304148445741,0.1561823431268395,0.47647647647647645,3,0.26836583306704437,0.7108154214226748
52,0.0,adam,0.00012708087919123518,0.009355635907741168,0.4644644644644645,13,-0.07194860535016105,-0.027237075114608534
52,0.0,adaptive,0.0,0.381086029236108,0.42242242242242245,4,0.9368962750553428,0.0787870452143431
53,0.0,no_damping,9.992007221626409e-16,380213915822.88855,0.014014014014014014,1000,-0.41410370853789913,0.6618622909723444
53,0.0,cosine,0.0002529882290501802,0.008468178385149024,0.24124124124124124,530,0.13677576037499714,0.28870164921855085
53,0.0,grad_clip,0.0,0.022381569402361003,0.4894894894894895,6,0.0392403937634455,0.697103883275205
53,0.0,adam,0.00024060313494832404,0.009143343797853322,0.47147147147147145,6,-0.037293938101378134,-0.0552773046180438
53,0.0,adaptive,0.0,0.010297900001162534,0.42242242242242245,12,0.9368926940953998,0.05747135172481177
54,0.0,no_damping,9.992007221626409e-16,250576506049.70734,0.014014014014014014,1000,-0.39484668162913816,-0.8356315751645214
54,0.0,cosine,0.0003053823250304977,0.009048598727822231,0.23823823823823823,529,0.09582115363083717,-0.03657743382219844
54,0.0,grad_clip,0.0011875623075046863,0.20685377268522098,0.4854854854854855,8,-0.0030966099578791043,0.7155649647908149
54,0.0,adam,0.000379635947574063,0.01242534479370274,0.46546546546546547,17,-0.04672242817651116,-0.027772483993316936
54,0.0,adaptive,0.0014125231272461584,0.02526463940746798,0.4174174174174174,27,0.9183496188340712,0.0991518006796973
55,0.0,no_damping,9.992007221626409e-16,231298069827.5568,0.013013013013013013,1000,-0.40908412001712546,-0.8344301683404836
55,0.0,cosine,0.00030015146410244936,0.00973573438488784,0.23323323323323322,530,0.04885260467675194,-0.0259671849654062
55,0.0,grad_clip,0.0,0.1410991925259677,0.46046046046046046,11,-0.034683477419874896,0.6874879961128043
55,0.0,adam,0.0002919839180614323,0.011302628667137169,0.46146146146146144,19,-0.048895532601809934,-0.024182512385903566
55,0.0,adaptive,0.0008701547848673409,0.011949092537609316,0.4124124124124124,30,0.887983515458836,0.022669220581928943
56,0.0,no_damping,9.992007221626409e-16,381062066890.4294,0.015015015015015015,1000,-0.391183940727834,0.6604375369558914
56,0.0,cosine,0.00022878706248054314,0.016370735472500085,0.23823823823823823,531,0.00985659020507281,0.0078023733013084275
56,0.0,grad_clip,0.03392845686419662,0.16043438431615542,0.4944944944944945,7,0.007703663291860155,0.7007548532891715
56,0.0,adam,0.00014980402784526284,0.012748691070571637,0.4694694694694695,14,-0.04689385726124346,-0.03457183193383268
56,0.0,adaptive,0.0001685448354962237,0.019979672288863423,0.4134134134134134,21,0.9283983292105116,0.05072406653496285
57,0.0,no_damping,9.992007221626409e-16,437790680649.6394,0.01701701701701702,1000,-0.38252081628868023,0.6526396326816378
57,0.0,cosine,0.0002768568608106038,0.01685339061527776,0.24224224224224225,529,0.09136964972506977,-0.02175312973198985
57,0.0,grad_clip,0.034057598900742926,0.2442171774915554,0.4644644644644645,6,0.018774915530090877,0.723232230949103
57,0.0,adam,0.0002987972942729245,0.01617060986718668,0.46646646646646645,7,-0.03777451063442422,-0.045583222321179485
57,0.0,adaptive,0.016048380302403242,0.10028265867771069,0.42742742742742745,13,0.9182325306938196,0.06880219454514838
58,0.0,no_damping,9.992007221626409e-16,480878129027.6524,0.014014014014014014,1000,-0.41571844535770286,-0.8349967970701389
58,0.0,cosine,0.0002889598223093262,0.011117805119067004,0.22722722722722724,531,0.04519302191625502,0.02643919001305732
58,0.0,grad_clip,0.023263101215024402,0.15684974073227723,0.44744744744744747,8,-0.008572158630383906,0.688745761737214
58,0.0,adam,0.0003055137055758082,0.009826465385032608,0.4674674674674675,10,-0.039726781987006236,-0.05809522227435488
58,0.0,adaptive,0.0003195702574822968,0.009711424051041818,0.43243243243243246,19,0.920434918626061,0.08260474559512163
59,0.0,no_damping,9.992007221626409e-16,264739322969.43417,0.013013013013013013,1000,-0.40384167621420053,0.668781119688671
59,0.0,cosine,0.0002595320675753279,0.004236388074459846,0.23123123123123124,531,0.09886740294595384,0.11171523876889873
59,0.0,grad_clip,0.0,0.11180881901008195,0.4794794794794795,9,-0.017329303188662895,0.6826676543489951
59,0.0,adam,0.0002212919237035278,0.004830114197334736,0.46146146146146144,18,-0.04897610875876841,-0.01390526784976665
59,0.0,adaptive,0.0,0.012072525546735264,0.4174174174174174,27,0.9226724231824166,0.029945239008883046
60,0.0,no_damping,9.992007221626409e-16,268222740807.26736,0.013013013013013013,1000,-0.41238143624920565,-0.841332165063193
60,0.0,cosine,0.00027246741701122035,0.007290135731301835,0.24324324324324326,529,0.08646951642272444,-0.04272781619924341
60,0.0,grad_clip,0.0,0.05783274654662221,0.47147147147147145,8,0.004421392786088523,0.7044005188660898
60,0.0,adam,0.0002752767592566354,0.009289545924046462,0.47147147147147145,26,-0.05299507208616407,-0.06912113155107098
60,0.0,adaptive,0.00028652874477843503,0.057619906242535095,0.42042042042042044,28,0.9329619762506632,0.025683724870138792
61,0.0,no_damping,9.992007221626409e-16,472189327892.3822,0.013013013013013013,1000,-0.4315471595572844,-0.8406794043097212
61,0.0,cosine,0.000272311935895935,0.00592601306193064,0.23223223223223224,530,0.0007769352307636142,-0.04645568284091022
61,0.0,grad_clip,0.0190686425442576,0.1756688276484258,0.46546546546546547,8,-0.00674471605814877,0.670461970019994
61,0.0,adam,0.0002786644489250069,0.004864197407251972,0.46846846846846846,11,-0.038865872114391936,-0.026718168348677053
61,0.0,adaptive,0.0,0.09647840051490582,0.4214214214214214,26,0.928162025531015,0.09578871783733545
62,0.0,no_damping,9.992007221626409e-16,263147631747.6516,0.013013013013013013,1000,-0.403675254722784,0.6687944941178822
62,0.0,cosine,0.0002302240242596788,0.005322795122368325,0.23223223223223224,530,0.09815515712957232,0.12579707930582695
62,0.0,grad_clip,0.006123808323557323,0.25659082605758804,0.47647647647647645,7,0.01743698907395666,0.6825946594414222
62,0.0,adam,0.00018331180684841612,0.006625568722667055,0.4674674674674675,19,-0.05622656419675232,-0.03633212665915714
62,0.0,adaptive,0.0003258721289173044,0.012127669666947935,0.41541541541541543,21,0.9343045626231714,0.05453696127187937
63,0.0,no_damping,9.992007221626409e-16,235401011748.4038,0.012012012012012012,1000,-0.40965108404184725,0.6730742497843195
63,0.0,cosine,0.0002929545363780213,0.004124672612521671,0.23723723723723725,529,0.0535197539511259,0.05077297425779459
63,0.0,grad_clip,0.08653644390185392,0.2005619552996019,0.47047047047047047,10,-0.025910457713658613,0.6931058806531376
63,0.0,adam,0.00026498425748029615,0.00481682360799555,0.46346346346346345,15,-0.04642379054047831,-0.03666331518725753
63,0.0,adaptive,0.009313940585376152,0.049770268253264145,0.41541541541541543,25,0.9167890522774467,0.03442212772345342
64,0.0,no_damping,9.992007221626409e-16,279243637273.1124,0.013013013013013013,1000,-0.41329964131845365,0.6674919703825984
64,0.0,cosine,0.00029767402916363445,0.010850008187227424,0.23423423423423423,529,0.09703755542080254,0.11552770223905255
64,0.0,grad_clip,0.048304475368383046,0.3477514907679585,0.4754754754754755,7,0.019812434600225626,0.7252870710204253
64,0.0,adam,0.0002823984795545554,0.010869468261013973,0.46846846846846846,8,-0.039382208746833555,-0.027647455140573055
64,0.0,adaptive,2293.121424929977,15.883337188143805,0.43543543543543545,17,0.9214682396275893,0.08463063622891195
65,0.0,no_damping,9.992007221626409e-16,351619360500.5238,0.014014014014014014,1000,-0.4035680174640107,-0.8349457980342716
65,0.0,cosine,0.0002877086489849608,0.0110518999204358,0.23723723723723725,530,0.13716513446446513,-0.036760154012834806
65,0.0,grad_clip,0.12262406635984786,0.24318838905129805,0.4674674674674675,9,0.0025074559619431896,0.7052186506064885
65,0.0,adam,0.0002973031007447096,0.014225338585071835,0.4624624624624625,25,-0.05455879356798828,-0.0762866768223459
65,0.0,adaptive,0.0,0.13548783483703625,0.4164164164164164,27,0.9240625359547294,0.04942086523175587
66,0.0,no_damping,9.992007221626409e-16,275515714906.1877,0.013013013013013013,1000,-0.4129605810004856,-0.841343213145313
66,0.0,cosine,0.0003314388469721766,0.009593839333994526,0.23123123123123124,530,0.09498556028096795,-0.03695431133256112
66,0.0,grad_clip,0.0,0.09851025769350771,0.4644644644644645,7,0.029775162762769723,0.6687177815802575
66,0.0,adam,0.0003190046846790624,0.01024794064661369,0.4674674674674675,9,-0.039411826121519146,0.009748701880652017
66,0.0,adaptive,0.0,0.7343341207402486,0.42742742742742745,17,0.928735147707499,0.07032167050029146
67,0.0,no_damping,9.992007221626409e-16,334663509264.9033,0.013013013013013013,1000,-0.41837210676260206,0.6660527545233605
67,0.0,cosine,0.00022598389503186527,0.010699488853325643,0.23523523523523523,529,0.12558440748594746,0.2052583776537639
67,0.0,grad_clip,0.001997802936474905,0.15332371903269332,0.4864864864864865,6,0.07469736542286862,0.7158770686332465
67,0.0,adam,0.00021609215285787423,0.0149171275997306,0.46846846846846846,9,-0.04231484428523073,-0.06650233599167125
67,0.0,adaptive,0.0,0.08894224618329061,0.42242242242242245,15,0.9394245237664096,0.057119156934461575
68,0.0,no_damping,9.992007221626409e-16,304049716211.1094,0.013013013013013013,1000,-0.41555174713135035,0.6664097018694355
68,0.0,cosine,0.0002696707328735954,0.004260276601554833,0.23823823823823823,529,0.11318529332177979,0.15673655978295947
68,0.0,grad_clip,0.040030814270594246,0.23079621394113806,0.47647647647647645,9,-0.009077040710101467,0.7066813743566948
68,0.0,adam,0.00025609968875788913,0.00635634437545125,0.46046046046046046,36,-0.07113091987141258,-0.05589455490516724
68,0.0,adaptive,0.0,0.3237771287979824,0.4244244244244244,32,0.9271843024862809,0.05760100664225067
69,0.0,no_damping,9.992007221626409e-16,398597224123.6798,0.012012012012012012,1000,-0.4242770689152095,-0.833755332214971
69,0.0,cosine,0.0002126259275293318,0.02811622632716925,0.23123123123123124,529,0.13609692084508226,-0.029846896184588568
69,0.0,grad_clip,0.0,0.030017100358034482,0.4934934934934935,10,-0.030153006388615077,0.6366053597860918
69,0.0,adam,0.00022183669064246045,0.028530864985552448,0.4694694694694695,13,-0.040083262552162637,-0.035384875056591034
69,0.0,adaptive,0.7823764306258807,0.320402338422928,0.4264264264264264,27,0.899015408456118,0.04153594624539552
70,0.0,no_damping,9.992007221626409e-16,308602462921.6919,0.013013013013013013,1000,-0.4159101902433068,0.6663705749851103
70,0.0,cosine,0.00028514651769713013,0.006045289070714616,0.24024024024024024,530,0.11493689694132939,0.15574039109671117
70,0.0,grad_clip,0.4505354531872404,0.35268007143709834,0.4844844844844845,6,0.027560775660631174,0.721970330069635
70,0.0,adam,0.0003081179903384526,0.008142039278768495,0.4724724724724725,7,-0.038188780488223786,-0.010151239175831859
70,0.0,adaptive,0.0,0.030636817727353726,0.42742742742742745,15,0.9309464463719039,0.037540945534126
71,0.0,no_damping,9.992007221626409e-16,260982939309.89594,0.015015015015015015,1000,-0.3956650564283851,0.6595223904428199
71,0.0,cosine,0.0002526718647609641,0.011899391935754018,0.23623623623623624,529,0.11045458914093478,0.15186450781220123
71,0.0,grad_clip,0.16335491413075312,0.27075143059081763,0.4854854854854855,2,0.4703726741221524,0.717878890430604
71,0.0,adam,0.00022576142307610548,0.008192113257244265,0.4724724724724725,3,-0.04742458438866747,-0.039147195514589964
71,0.0,adaptive,0.0002588754782387946,0.01810992008557247,0.42542542542542544,2,0.9358747236509,0.07091534960544187
72,0.0,no_damping,9.992007221626409e-16,319038321110.33575,0.013013013013013013,1000,-0.4169020383863852,-0.8406122983682573
72,0.0,cosine,0.00026305008393712485,0.005774582303038628,0.23123123123123124,529,0.12038458019894999,-0.04908873888836565
72,0.0,grad_clip,0.08193332468021047,0.24836339765352217,0.46146146146146144,10,-0.005359756452059047,0.6774476835760862
72,0.0,adam,0.00026043147797684575,0.007715913869991039,0.4624624624624625,30,-0.050784113406576355,-0.07746197876795197
72,0.0,adaptive,34080.3487855525,59.30842416321203,0.4184184184184184,32,0.9285286402570969,0.043921331309209236
73,0.0,no_damping,9.992007221626409e-16,264975957612.83945,0.015015015015015015,1000,-0.38850666770868975,-0.8362305697748406
73,0.0,cosine,0.0002484867286654621,0.012889816833966698,0.23023023023023023,529,0.12231005399874785,-0.03299816855304679
73,0.0,grad_clip,0.018077336918636156,0.12987046681309677,0.4944944944944945,5,0.08323206485496605,0.6916251116631372
73,0.0,adam,0.00021521703368890404,0.010690063571770995,0.47047047047047047,17,-0.06517913602284357,-0.027250325398489157
73,0.0,adaptive,0.07508319274318892,0.1168083598479731,0.4314314314314314,12,0.9334024445288883,0.1341425027515033
74,0.0,no_damping,9.992007221626409e-16,262559870888.1708,0.014014014014014014,1000,-0.40363269392117396,0.6634742916362772
74,0.0,cosine,0.00025296178621134056,0.004808810350578408,0.23423423423423423,530,0.09952257122071083,0.11102766701965663
74,0.0,grad_clip,0.03410611953423894,0.21185325702586696,0.4794794794794795,3,0.17051629187124565,0.7231726497533285
74,0.0,adam,0.00025446900232984867,0.004196833104513639,0.46846846846846846,4,-0.036041427954415686,0.02428551765095527
74,0.0,adaptive,0.0,0.05908558545283342,0.4114114114114114,4,0.9440236453660652,0.05892081681721214
75,0.0,no_damping,9.992007221626409e-16,486958872828.6909,0.016016016016016016,1000,-0.4085333371361283,-0.8423992534395282
75,0.0,cosine,0.00027123646367996156,0.012773466133213656,0.23523523523523523,531,0.0698077838096598,0.04734477969277674
75,0.0,grad_clip,0.3620433437304984,0.2525933610283394,0.4694694694694695,6,0.10946033575036822,0.7185947431009092
75,0.0,adam,0.0002646676063671823,0.01094291741918497,0.4694694694694695,20,-0.06762548552458236,-0.04250112249194556
75,0.0,adaptive,1726.229245363783,13.516956484820176,0.42842842842842843,14,0.9102873701426466,0.10589365561272114
76,0.0,no_damping,9.992007221626409e-16,412053068332.2473,0.013013013013013013,1000,-0.4171231637331314,-0.8343744972873227
76,0.0,cosine,0.00026844915752536187,0.0072208052611974095,0.23023023023023023,530,-0.03032123932226087,-0.03283888402145746
76,0.0,grad_clip,0.03182444714826706,0.17736799525771904,0.4844844844844845,7,-0.0028992792567627203,0.687308942014197
76,0.0,adam,0.0002691349207811841,0.009287587319803343,0.4674674674674675,12,-0.046730049125103486,-0.06411665585294947
76,0.0,adaptive,252.2019122566545,11.35856867915334,0.44044044044044045,18,0.9387635257539493,0.10960590183222814
77,0.0,no_damping,9.992007221626409e-16,356700131730.8683,0.013013013013013013,1000,-0.40404731522205417,0.668550561791099
77,0.0,cosine,0.0002955141034809922,0.010636422135464944,0.24224224224224225,531,0.13729795107681209,0.28815176748513205
77,0.0,grad_clip,0.03946396420256072,0.19944253579208504,0.4874874874874875,10,-0.021322712246355083,0.702780354009167
77,0.0,adam,0.00029391055170376404,0.01523110175464367,0.4694694694694695,9,-0.0379147067860295,-0.025379743783154735
77,0.0,adaptive,3.9201373165512806e-05,0.013782576322709437,0.4084084084084084,20,0.9144138093876675,0.035168272380277525
78,0.0,no_damping,9.992007221626409e-16,483745807190.62067,0.015015015015015015,1000,-0.41597149014550244,0.6574606671157648
78,0.0,cosine,0.00024289123888008413,0.006106069352427371,0.23723723723723725,530,0.04386519128421847,-0.04510238812438305
78,0.0,grad_clip,0.0,0.10847762276144526,0.4774774774774775,5,0.07727642754339327,0.697551078797139
78,0.0,adam,0.0002261679416056075,0.004783032059510994,0.4644644644644645,13,-0.05123792701721956,-0.05794615873045599
78,0.0,adaptive,0.00018502934157709294,0.006512081111533029,0.42842842842842843,17,0.9391899124208244,0.05658690866512042
79,0.0,no_damping,9.992007221626409e-16,303206992273.9459,0.013013013013013013,1000,-0.41543936026074657,0.6663475966016524
79,0.0,cosine,0.0002725531751515865,0.009311140136131622,0.23323323323323322,529,0.11200635127313673,0.14412055055827813
79,0.0,grad_clip,0.0,0.07175250498825798,0.48148148148148145,6,0.04699441926160144,0.716776457996615
79,0.0,adam,0.00026711665244080605,0.00880859675562013,0.4674674674674675,9,-0.043687421714985276,-0.009084771050729561
79,0.0,adaptive,1402.5499269443842,12.450001206416669,0.4314314314314314,18,0.9191056862862477,0.08262800336189509
80,0.0,no_damping,9.992007221626409e-16,275307411722.37726,0.013013013013013013,1000,-0.41298381792856376,-0.8413488643382133
80,0.0,cosine,0.0002203861767019653,0.0038463538265651994,0.23223223223223224,530,0.09358381797496826,-0.038106068524955516
80,0.0,grad_clip,0.19944532870746604,0.2604871071021181,0.47647647647647645,8,0.024761224623371863,0.7214316865090942
80,0.0,adam,0.0001883420633607566,0.0065031143310816915,0.4674674674674675,19,-0.050577193891305404,-0.03126995141158473
80,0.0,adaptive,0.0,0.7133010839337793,0.4174174174174174,28,0.9175735850134213,0.05325485841386696
81,0.0,no_damping,9.992007221626409e-16,482580661294.50867,0.014014014014014014,1000,-0.4240641498995272,-0.841267779520002
81,0.0,cosine,0.00023966474472557824,0.0019251083778907586,0.24024024024024024,534,0.027710380340911615,-0.006202357375043476
81,0.0,grad_clip,0.026479725476303412,0.17129416250593887,0.46546546546546547,6,0.0413060953817087,0.6930331954687823
81,0.0,adam,0.0002223784326398048,0.0016434397886621688,0.46546546546546547,8,-0.04116757266696635,0.03416762886589135
81,0.0,adaptive,31.34521770225495,9.695051949103233,0.4214214214214214,15,0.9327231382080754,0.09660360729287085
42,0.1,no_damping,9.992007221626409e-16,259131081952.30545,0.012012012012012012,1000,-0.420305144187524,0.6716960663461597
42,0.1,cosine,0.0005939897095453839,0.026264931240737296,0.1981981981981982,533,0.06225822126905049,0.14565981785225302
42,0.1,grad_clip,0.0,0.06648565026367463,0.4974974974974975,8,0.070857375427752,0.7294605715571616
42,0.1,adam,0.0015980098049848237,0.041985817043674024,0.44144144144144143,9,0.04142066381500705,0.15138003196688388
42,0.1,adaptive,0.0,0.3567213883586704,0.3033033033033033,22,0.822593298419445,0.21649320196301094
43,0.1,no_damping,9.992007221626409e-16,293595384318.185,0.012012012012012012,1000,-0.42326606661399513,0.6714513218163802
43,0.1,cosine,0.00015249541118513655,0.028287117685780728,0.1941941941941942,530,0.09315994872756597,0.2121686668170429
43,0.1,grad_clip,0.0015641819185509707,0.1740774326149472,0.5025025025025025,7,0.11072159016485848,0.7284465180750648
43,0.1,adam,9.970195603324842e-05,0.08435942705512924,0.42742742742742745,6,0.04050767874476212,0.2654868016393433
43,0.1,adaptive,0.0,0.20979109937805226,0.3063063063063063,19,0.8836725986314438,0.24309078750394544
44,0.1,no_damping,9.992007221626409e-16,431695123769.721,0.015015015015015015,1000,-0.41088014950118895,0.657716749181877
44,0.1,cosine,8.862912681033364e-05,0.18884120577559876,0.19019019019019018,530,0.011015343585732239,0.1269994234099802
44,0.1,grad_clip,0.0,0.1335249370675673,0.5055055055055055,9,0.14811114131155134,0.7257666296146728
44,0.1,adam,0.013869216119238068,0.48479319839366386,0.42042042042042044,23,0.07143408176537643,0.17524317611884915
44,0.1,adaptive,0.07491179679399938,1.6597991266026604,0.30430430430430433,20,0.8273466432678966,0.2577097798839858
45,0.1,no_damping,9.992007221626409e-16,234040483031.05023,0.016016016016016016,1000,-0.36567302025853543,-0.824212699731052
45,0.1,cosine,0.00025224926193330655,0.006653811606267334,0.2042042042042042,530,0.12426460200449035,0.09240508005719068
45,0.1,grad_clip,0.0,0.10383608413407995,0.4974974974974975,4,0.49048895489648553,0.7237638526078799
45,0.1,adam,0.00021778535638016476,0.01483122551391877,0.4184184184184184,8,0.21617190454736834,0.20822514854500865
45,0.1,adaptive,0.0,0.6903011086836891,0.3203203203203203,8,0.8467946528824799,0.23525932755051485
46,0.1,no_damping,9.992007221626409e-16,378779876719.03864,0.014014014014014014,1000,-0.41399408591034526,0.661825318216218
46,0.1,cosine,0.0002831375930726929,0.0882359768517318,0.2082082082082082,532,0.13678156912874462,0.3857990513354327
46,0.1,grad_clip,0.1346169449237201,0.21043464421772573,0.4894894894894895,6,0.1853745641867673,0.7209820082554519
46,0.1,adam,0.0001321789205581311,0.12866038860507173,0.42742742742742745,8,0.06790587974695296,0.22953882783403398
46,0.1,adaptive,0.0,0.5897013999026368,0.2992992992992993,14,0.8287043715123589,0.2652575786191155
47,0.1,no_damping,9.992007221626409e-16,320196801668.59607,0.013013013013013013,1000,-0.4169853947680974,-0.8405899563092644
47,0.1,cosine,0.0007546864294861248,0.06517814013005364,0.2082082082082082,528,0.1208946027853454,0.029277406728482728
47,0.1,grad_clip,0.5452305128185733,0.40038242129280555,0.4874874874874875,10,0.04749835817455803,0.7038318075162334
47,0.1,adam,0.0017240898842767565,0.11566799849755852,0.43743743743743746,11,0.011494895650920616,0.12823130999701227
47,0.1,adaptive,1959.6139465649626,21.955621727630234,0.3183183183183183,31,0.839066707216342,0.08366273775652132
48,0.1,no_damping,9.992007221626409e-16,231621839301.2745,0.016016016016016016,1000,-0.3857104367883527,-0.8361548056774173
48,0.1,cosine,0.00016169449431681514,0.021388176596563505,0.21021021021021022,531,0.0767552330149325,0.05198421662481873
48,0.1,grad_clip,0.04253080419750996,0.1665356893250274,0.4874874874874875,6,0.14997138072143298,0.719781721256039
48,0.1,adam,2.1930158463275394e-05,0.04519626490125097,0.4314314314314314,14,0.23973214113083557,0.1980844007533651
48,0.1,adaptive,0.0,0.3894062595220993,0.30430430430430433,19,0.8439905934370142,0.1541210711346394
49,0.1,no_damping,9.992007221626409e-16,310881153065.09973,0.013013013013013013,1000,-0.4077725071683088,-0.8343240959609868
49,0.1,cosine,0.000204136394312833,0.0493354550668012,0.1981981981981982,529,0.12033306055756089,0.09611105581640612
49,0.1,grad_clip,0.0,0.1232551919229357,0.4974974974974975,7,0.13037177018528504,0.7337947865334523
