seed,ablation,h_rate,final_energy,mean_energy,max_energy,total_regret,oscillation_count,oscillation_index,c2_rejections,c2_rejection_rate,drift_detections,mean_detection_delay,mean_recovery_energy,lr_base
15,C2_only,0.5,35.224849998622126,43.988289114655224,325.5529957877282,26353.7009626542,52,0.08666666666666667,498,0.83,0,50.0,33.944005151425856,0.5
16,C2_only,0.5,3.88848373673788,40.96084562201074,180.18010283389168,24594.783985357066,53,0.08833333333333333,480,0.8,0,50.0,25.49428287539872,0.5
17,C2_only,0.5,6.278150806807963,66.40628642181211,346.22835329708306,39887.771357994585,48,0.08,483,0.805,0,50.0,9.761308714391093,0.5
18,C2_only,0.5,21.169640157572083,47.80515602845291,249.26610813233106,28686.87397985533,58,0.09666666666666666,492,0.82,0,50.0,33.098025322520556,0.5
19,C2_only,0.5,33.2473612802446,49.61041839107662,437.2462102048334,29805.988053482943,63,0.105,463,0.7716666666666666,0,50.0,118.39753469770044,0.5
0,C3_only,0.5,2.5069805662517455,14.931724429701074,60.67718713083662,8980.199992864165,164,0.2733333333333333,0,0.0,0,50.0,6.515167013712321,0.5
1,C3_only,0.5,24.117362728428326,12.594486414324587,77.56036190520283,7523.193206832721,157,0.26166666666666666,0,0.0,0,50.0,7.147380129382282,0.5
2,C3_only,0.5,36.07237249989778,16.70904253971102,86.78418822503566,10006.329232020053,159,0.265,0,0.0,0,50.0,19.31486770926601,0.5
3,C3_only,0.5,9.936304422877773,15.96128122186943,171.25596467934807,9546.584232790283,154,0.25666666666666665,0,0.0,0,50.0,8.143680159189097,0.5
4,C3_only,0.5,21.32223989896845,12.30827410109073,81.335575003679,7363.980028480169,152,0.25333333333333335,0,0.0,0,50.0,17.129330382278415,0.5
5,C3_only,0.5,12.842534379222379,14.792428228342153,83.72030232841459,8891.246461884262,153,0.255,0,0.0,0,50.0,20.894994190960716,0.5
6,C3_only,0.5,3.5224106379445255,12.304456003279334,65.43034393915575,7385.365961365447,178,0.2966666666666667,0,0.0,0,50.0,8.546954487583749,0.5
7,C3_only,0.5,20.053931841980194,11.904171414543946,89.51325344898379,7195.276768652307,162,0.27,0,0.0,0,50.0,12.729039619787098,0.5
8,C3_only,0.5,4.920539921160963,13.150570858766189,74.60634009744106,7900.3812026820515,136,0.22666666666666666,0,0.0,0,50.0,4.731044636547217,0.5
9,C3_only,0.5,16.537236371625067,13.299710385210155,107.91064846260456,7947.001234216996,153,0.255,0,0.0,0,50.0,15.134792359364663,0.5
10,C3_only,0.5,9.272534188372063,13.720149608697502,105.92343392258492,8221.25144170504,144,0.24,0,0.0,0,50.0,8.902645984032286,0.5
11,C3_only,0.5,2.7191067077534017,18.490842687460383,145.27785573308432,11075.366293139641,154,0.25666666666666665,0,0.0,0,50.0,10.164212848000773,0.5
12,C3_only,0.5,11.332926895778947,12.69781535697251,116.8114487274589,7614.447726069872,182,0.30333333333333334,0,0.0,0,50.0,8.317638807991433,0.5
13,C3_only,0.5,48.23344245204399,14.146717378195657,103.5333609154126,8495.704289114308,145,0.24166666666666667,0,0.0,0,50.0,8.841015609920275,0.5
14,C3_only,0.5,8.982148197551497,15.904789391862856,216.73242417586073,9497.737831685135,138,0.23,0,0.0,0,50.0,3.8686002996942275,0.5
