refuter,ate_orig,ate_refuted,delta_ratio,passed,seed,scenario,type,tau_true,gamma,is_fragile
data_subset,-0.67216467428379,-0.5652081611208174,0.7879167379670502,0,45,55,fragile_strong,0.0,0.5,1
random_common_cause,1.133313232672545,1.0413590429643729,0.08113748878703954,1,45,56,fragile_strong,0.0,0.5,1
placebo_treatment,1.133313232672545,0.3893170556406428,0.34352114174345877,1,45,56,fragile_strong,0.0,0.5,1
data_subset,1.133313232672545,1.1112805970456663,0.18318654264721537,1,45,56,fragile_strong,0.0,0.5,1
random_common_cause,0.4192755729010085,0.4831189108474432,0.1522705878253208,0,45,57,fragile_strong,0.0,0.5,1
placebo_treatment,0.4192755729010085,-0.16695863382131232,0.3982073953560168,1,45,57,fragile_strong,0.0,0.5,1
data_subset,0.4192755729010085,0.44701578956438237,0.6046228351034092,0,45,57,fragile_strong,0.0,0.5,1
random_common_cause,0.3154184120556328,-0.07308157449379565,1.2316972367513717,0,45,58,fragile_mild,0.0,0.3,1
placebo_treatment,0.3154184120556328,0.2948447546216449,0.9347734417280651,0,45,58,fragile_mild,0.0,0.3,1
data_subset,0.3154184120556328,0.5456801977148661,0.5819190862826709,0,45,58,fragile_mild,0.0,0.3,1
random_common_cause,0.843717421303897,0.8292472430160518,0.017150503145333607,1,45,59,reliable_weak,0.5,0.0,0
placebo_treatment,0.843717421303897,-0.07172633609714743,0.08501227340582844,1,45,59,reliable_weak,0.5,0.0,0
data_subset,0.843717421303897,0.7934218357990519,0.15068518340785028,1,45,59,reliable_weak,0.5,0.0,0
random_common_cause,0.4495220061590601,0.37576684008714817,0.16407465054294623,0,45,60,fragile_mild,0.0,0.3,1
placebo_treatment,0.4495220061590601,0.5975016291316116,1.3291932785159133,0,45,60,fragile_mild,0.0,0.3,1
data_subset,0.4495220061590601,0.5089725713013937,0.6779578869084442,0,45,60,fragile_mild,0.0,0.3,1
random_common_cause,0.19628971454506777,0.32740878226011555,0.6679874593477136,0,45,61,fragile_mild,0.0,0.3,1
placebo_treatment,0.19628971454506777,1.822176075987782,9.283095042503685,0,45,61,fragile_mild,0.0,0.3,1
data_subset,0.19628971454506777,-0.1241428961051065,3.9215780456823173,0,45,61,fragile_mild,0.0,0.3,1
random_common_cause,0.9946902652164653,1.0698228101185971,0.07553360832960543,1,45,62,reliable_strong,1.0,0.0,0
placebo_treatment,0.9946902652164653,-0.27406382916293587,0.27552680341482366,1,45,62,reliable_strong,1.0,0.0,0
data_subset,0.9946902652164653,0.9222996030365849,0.17811273052679152,1,45,62,reliable_strong,1.0,0.0,0
random_common_cause,0.45009076680783033,0.5910656807354349,0.313214409901003,0,45,63,fragile_strong,0.0,0.5,1
placebo_treatment,0.45009076680783033,-0.04198031984070022,0.09327078655364648,1,45,63,fragile_strong,0.0,0.5,1
data_subset,0.45009076680783033,0.33293885802045503,1.482156324565381,0,45,63,fragile_strong,0.0,0.5,1
random_common_cause,0.2955651379694003,0.2733648039093405,0.07511147699143808,1,45,64,reliable_weak,0.5,0.0,0
placebo_treatment,0.2955651379694003,0.03629666767767343,0.12280429257333861,1,45,64,reliable_weak,0.5,0.0,0
data_subset,0.2955651379694003,0.12601348381821714,1.363163204446981,0,45,64,reliable_weak,0.5,0.0,0
random_common_cause,0.42756409020181274,0.3953664538166315,0.07530481891026858,1,45,65,reliable_weak,0.5,0.0,0
placebo_treatment,0.42756409020181274,0.1201588155902806,0.28103112105033173,1,45,65,reliable_weak,0.5,0.0,0
data_subset,0.42756409020181274,0.39376574120556584,0.26351151796422256,1,45,65,reliable_weak,0.5,0.0,0
random_common_cause,0.5666472145133851,0.4653916457140256,0.17869243191518006,0,45,66,fragile_strong,0.0,0.5,1
placebo_treatment,0.5666472145133851,0.3588637229399404,0.6333106626988696,0,45,66,fragile_strong,0.0,0.5,1
data_subset,0.5666472145133851,0.6029538743046368,0.7423755365453184,0,45,66,fragile_strong,0.0,0.5,1
random_common_cause,0.0035484032135167515,0.04594894478037981,11.949189259368506,0,45,67,fragile_strong,0.0,0.5,1
placebo_treatment,0.0035484032135167515,-0.14608408394170017,41.16896393995742,0,45,67,fragile_strong,0.0,0.5,1
data_subset,0.0035484032135167515,-0.33822008114090424,0.831333427372217,0,45,67,fragile_strong,0.0,0.5,1
random_common_cause,0.6705203734780194,0.6704789779002884,6.17364950691253e-05,1,45,68,reliable_weak,0.5,0.0,0
placebo_treatment,0.6705203734780194,-0.02790819994298392,0.041621703153064286,1,45,68,reliable_weak,0.5,0.0,0
data_subset,0.6705203734780194,0.6906623163852539,0.16021405553422244,1,45,68,reliable_weak,0.5,0.0,0
random_common_cause,1.1269104178287024,1.148033065105678,0.018743856603681195,1,45,69,reliable_strong,1.0,0.0,0
placebo_treatment,1.1269104178287024,-0.5155260445015697,0.45746852309243,1,45,69,reliable_strong,1.0,0.0,0
data_subset,1.1269104178287024,1.101803172820484,0.19461619060176177,1,45,69,reliable_strong,1.0,0.0,0
random_common_cause,0.914258847976666,0.685149323484396,0.2505959061805191,0,45,70,fragile_strong,0.0,0.5,1
placebo_treatment,0.914258847976666,-0.30737989206850336,0.3362066363905164,1,45,70,fragile_strong,0.0,0.5,1
data_subset,0.914258847976666,0.7157736530935708,0.5787415357046405,0,45,70,fragile_strong,0.0,0.5,1
random_common_cause,1.1057800216206086,0.8831246266290144,0.20135595745822488,0,45,71,fragile_mild,0.0,0.3,1
placebo_treatment,1.1057800216206086,0.7927220978809736,0.7168895100122864,0,45,71,fragile_mild,0.0,0.3,1
data_subset,1.1057800216206086,0.9241382691860436,0.32474868313059235,1,45,71,fragile_mild,0.0,0.3,1
random_common_cause,0.7284492897537598,0.7294489392059081,0.001372297929600948,1,45,72,reliable_weak,0.5,0.0,0
placebo_treatment,0.7284492897537598,0.41153978971979027,0.5649532445270206,0,45,72,reliable_weak,0.5,0.0,0
data_subset,0.7284492897537598,0.786028626008073,0.16681073350066267,1,45,72,reliable_weak,0.5,0.0,0
random_common_cause,1.1832521078775708,1.1898577889786015,0.005582648919070539,1,45,73,fragile_strong,0.0,0.5,1
placebo_treatment,1.1832521078775708,-0.36729573589760045,0.31041206979671315,1,45,73,fragile_strong,0.0,0.5,1
data_subset,1.1832521078775708,0.933555126930767,0.532304455870563,0,45,73,fragile_strong,0.0,0.5,1
random_common_cause,0.6260412385614891,0.6445885964655639,0.029626415580374106,1,45,74,reliable_weak,0.5,0.0,0
placebo_treatment,0.6260412385614891,-0.10598470121908715,0.16929348210769257,1,45,74,reliable_weak,0.5,0.0,0
data_subset,0.6260412385614891,0.4969671930227606,0.2939634633762166,1,45,74,reliable_weak,0.5,0.0,0
random_common_cause,0.7362129008502848,0.7547738429403343,0.025211378486593616,1,45,75,fragile_strong,0.0,0.5,1
placebo_treatment,0.7362129008502848,-0.22993472670876308,0.3123209691696537,1,45,75,fragile_strong,0.0,0.5,1
data_subset,0.7362129008502848,0.7109341959500254,0.5641777130065098,0,45,75,fragile_strong,0.0,0.5,1
random_common_cause,-0.11073303408875262,-0.20364878424130153,0.8390969408286677,0,45,76,fragile_mild,0.0,0.3,1
placebo_treatment,-0.11073303408875262,-0.13036539844783265,1.1772945582195884,0,45,76,fragile_mild,0.0,0.3,1
data_subset,-0.11073303408875262,-0.46075704009493296,0.5875337545930499,0,45,76,fragile_mild,0.0,0.3,1
random_common_cause,0.5372495179655675,0.5281457833650304,0.016945077279940178,1,45,77,reliable_weak,0.5,0.0,0
placebo_treatment,0.5372495179655675,-0.15101793280183456,0.2810945896679489,1,45,77,reliable_weak,0.5,0.0,0
data_subset,0.5372495179655675,0.6082480214907366,0.10204011384548205,1,45,77,reliable_weak,0.5,0.0,0
random_common_cause,-0.6646242313050259,-0.5350338949669793,0.1949828643526718,0,45,78,fragile_strong,0.0,0.5,1
placebo_treatment,-0.6646242313050259,1.0960771914895209,1.649168266611817,0,45,78,fragile_strong,0.0,0.5,1
data_subset,-0.6646242313050259,-0.921040615023583,0.5632941240026978,0,45,78,fragile_strong,0.0,0.5,1
random_common_cause,2.360953673339056,2.312875701486864,0.02036379298548282,1,45,79,fragile_mild,0.0,0.3,1
placebo_treatment,2.360953673339056,1.473462450452056,0.6240962993433765,0,45,79,fragile_mild,0.0,0.3,1
data_subset,2.360953673339056,2.092902960803471,0.2156336139963419,1,45,79,fragile_mild,0.0,0.3,1
random_common_cause,-0.31982550531777176,-0.29643291964188645,0.07314171411264696,1,46,0,fragile_strong,0.0,0.5,1
placebo_treatment,-0.31982550531777176,0.6569052117246292,2.0539487964599394,0,46,0,fragile_strong,0.0,0.5,1
data_subset,-0.31982550531777176,-0.3151428930217703,0.7842479874011501,0,46,0,fragile_strong,0.0,0.5,1
random_common_cause,1.2202650871209584,1.2290570218244592,0.007204938333722332,1,46,1,reliable_strong,1.0,0.0,0
placebo_treatment,1.2202650871209584,0.43733328650258996,0.3583920339263459,1,46,1,reliable_strong,1.0,0.0,0
data_subset,1.2202650871209584,1.210773870037902,0.235466243062572,1,46,1,reliable_strong,1.0,0.0,0
random_common_cause,0.17147393652122944,0.055711590152582854,0.675101701851433,0,46,2,fragile_mild,0.0,0.3,1
placebo_treatment,0.17147393652122944,1.516523363303202,8.844045888661615,0,46,2,fragile_mild,0.0,0.3,1
data_subset,0.17147393652122944,0.3494767034731043,1.0247286267430675,0,46,2,fragile_mild,0.0,0.3,1
random_common_cause,0.0011973704156141157,0.027600591018413015,22.05100465026692,0,46,3,fragile_strong,0.0,0.5,1
placebo_treatment,0.0011973704156141157,0.23090865118805443,192.84646436635433,0,46,3,fragile_strong,0.0,0.5,1
data_subset,0.0011973704156141157,0.19134604731319266,3.15033797008204,0,46,3,fragile_strong,0.0,0.5,1
random_common_cause,0.8002009803459817,0.8002150584524899,1.7593213272522685e-05,1,46,4,fragile_strong,0.0,0.5,1
placebo_treatment,0.8002009803459817,-0.4852402772643657,0.606398003979654,0,46,4,fragile_strong,0.0,0.5,1
data_subset,0.8002009803459817,0.6879374256525395,0.640729514266736,0,46,4,fragile_strong,0.0,0.5,1
random_common_cause,0.46967514754066914,0.4746150905847103,0.010517786750923228,1,46,5,fragile_mild,0.0,0.3,1
placebo_treatment,0.46967514754066914,0.22029283997830404,0.4690323538126507,1,46,5,fragile_mild,0.0,0.3,1
data_subset,0.46967514754066914,0.38968787847774233,1.1482107130142725,0,46,5,fragile_mild,0.0,0.3,1
random_common_cause,1.0792120313775087,1.211001974626696,0.12211682173425215,1,46,6,fragile_mild,0.0,0.3,1
placebo_treatment,1.0792120313775087,-1.133092983284417,1.0499261964658924,0,46,6,fragile_mild,0.0,0.3,1
data_subset,1.0792120313775087,1.1011461578949366,0.4872603991371665,1,46,6,fragile_mild,0.0,0.3,1
random_common_cause,1.601994424909509,1.3001587571007622,0.18841243334900898,0,46,7,fragile_strong,0.0,0.5,1
placebo_treatment,1.601994424909509,0.7003496481478783,0.43717358641085063,1,46,7,fragile_strong,0.0,0.5,1
data_subset,1.601994424909509,1.3851791819793051,0.3282270890955596,1,46,7,fragile_strong,0.0,0.5,1
random_common_cause,0.23608633423039932,0.24595774285226668,0.04181270658484511,1,46,8,fragile_strong,0.0,0.5,1
placebo_treatment,0.23608633423039932,-0.22187682631994732,0.9398122387864061,0,46,8,fragile_strong,0.0,0.5,1
data_subset,0.23608633423039932,0.6353045932025393,1.4523787524431784,0,46,8,fragile_strong,0.0,0.5,1
random_common_cause,-0.1243427031921314,-0.12750467960333214,0.025429529276960672,1,46,9,fragile_strong,0.0,0.5,1
placebo_treatment,-0.1243427031921314,0.3705770527382313,2.9802878916475253,0,46,9,fragile_strong,0.0,0.5,1
data_subset,-0.1243427031921314,0.08699206996936978,5.412166412885111,0,46,9,fragile_strong,0.0,0.5,1
random_common_cause,1.8900818108925943,1.8964056233047437,0.0033457876668116174,1,46,10,fragile_mild,0.0,0.3,1
placebo_treatment,1.8900818108925943,0.9275955527278633,0.4907700541754882,1,46,10,fragile_mild,0.0,0.3,1
data_subset,1.8900818108925943,1.847418470524453,0.1619587776273122,1,46,10,fragile_mild,0.0,0.3,1
random_common_cause,1.1594571995677216,1.1325085231951761,0.02324249345520708,1,46,11,reliable_strong,1.0,0.0,0
placebo_treatment,1.1594571995677216,-0.09518498025755354,0.08209443202650446,1,46,11,reliable_strong,1.0,0.0,0
data_subset,1.1594571995677216,1.092721795984985,0.1259713848770313,1,46,11,reliable_strong,1.0,0.0,0
random_common_cause,1.1289609150486266,1.1292451408526587,0.0002517587635173781,1,46,12,reliable_weak,0.5,0.0,0
placebo_treatment,1.1289609150486266,0.07971680329717401,0.07061077335324797,1,46,12,reliable_weak,0.5,0.0,0
data_subset,1.1289609150486266,1.052703419406437,0.05060648528570314,1,46,12,reliable_weak,0.5,0.0,0
random_common_cause,1.1240392393737342,1.1465175867928283,0.019997831598493054,1,46,13,reliable_weak,0.5,0.0,0
placebo_treatment,1.1240392393737342,0.5185896013899742,0.4613625425380255,1,46,13,reliable_weak,0.5,0.0,0
data_subset,1.1240392393737342,1.0301597870031862,0.09122893776329992,1,46,13,reliable_weak,0.5,0.0,0
random_common_cause,1.2690130929318193,1.270802478257418,0.001410060570348222,1,46,14,reliable_strong,1.0,0.0,0
placebo_treatment,1.2690130929318193,-0.54854173941845,0.43225853418986093,1,46,14,reliable_strong,1.0,0.0,0
data_subset,1.2690130929318193,1.3418276411874746,0.14616937620875584,1,46,14,reliable_strong,1.0,0.0,0
random_common_cause,1.202829828355196,1.227359144126865,0.02039300588780007,1,46,15,reliable_strong,1.0,0.0,0
placebo_treatment,1.202829828355196,0.47539792907943457,0.39523290649477427,1,46,15,reliable_strong,1.0,0.0,0
data_subset,1.202829828355196,1.2413711222981128,0.06551851000646995,1,46,15,reliable_strong,1.0,0.0,0
random_common_cause,1.2870931981314024,1.3522884284819856,0.050653076595566955,1,46,16,reliable_strong,1.0,0.0,0
placebo_treatment,1.2870931981314024,0.2801267425395568,0.21764293599425732,1,46,16,reliable_strong,1.0,0.0,0
data_subset,1.2870931981314024,1.2865706015057259,0.13964612479281036,1,46,16,reliable_strong,1.0,0.0,0
random_common_cause,1.0079794891517433,0.9826040417734689,0.025174567192462267,1,46,17,reliable_weak,0.5,0.0,0
placebo_treatment,1.0079794891517433,-0.19534214884856765,0.19379575770232804,1,46,17,reliable_weak,0.5,0.0,0
data_subset,1.0079794891517433,1.0613170732544097,0.17548237439178918,1,46,17,reliable_weak,0.5,0.0,0
random_common_cause,1.2954475454642755,1.3064809970068476,0.008517096335705195,1,46,18,reliable_strong,1.0,0.0,0
placebo_treatment,1.2954475454642755,0.4005722102747584,0.3092153068468684,1,46,18,reliable_strong,1.0,0.0,0
data_subset,1.2954475454642755,1.3263966874882889,0.06347194733548031,1,46,18,reliable_strong,1.0,0.0,0
random_common_cause,1.00860388153059,1.0102868642971323,0.0016686261052142161,1,46,19,reliable_weak,0.5,0.0,0
placebo_treatment,1.00860388153059,-0.150597236810943,0.14931256915490618,1,46,19,reliable_weak,0.5,0.0,0
data_subset,1.00860388153059,0.9623503373354012,0.19952374218808416,1,46,19,reliable_weak,0.5,0.0,0
random_common_cause,0.6728392187961735,0.734611032190128,0.09180768847641652,1,46,20,reliable_strong,1.0,0.0,0
placebo_treatment,0.6728392187961735,-0.22506818404617007,0.3345051503520503,1,46,20,reliable_strong,1.0,0.0,0
data_subset,0.6728392187961735,0.6786018451832168,0.1687661823668042,1,46,20,reliable_strong,1.0,0.0,0
random_common_cause,1.10661460117238,1.0810121290027352,0.02313585248425317,1,46,21,reliable_strong,1.0,0.0,0
placebo_treatment,1.10661460117238,0.14446091724485338,0.13054311509337327,1,46,21,reliable_strong,1.0,0.0,0
data_subset,1.10661460117238,1.0355726742973097,0.20444449137630427,1,46,21,reliable_strong,1.0,0.0,0
random_common_cause,0.4762237381121497,0.6517642771224326,0.3686093845429928,0,46,22,fragile_strong,0.0,0.5,1
placebo_treatment,0.4762237381121497,0.984241277338535,2.066762318989542,0,46,22,fragile_strong,0.0,0.5,1
data_subset,0.4762237381121497,0.747966033361236,0.3521907016601948,1,46,22,fragile_strong,0.0,0.5,1
random_common_cause,-1.6921030350144557,-1.742696717786762,0.029899883000844646,1,46,23,fragile_strong,0.0,0.5,1
placebo_treatment,-1.6921030350144557,-0.01528220793130286,0.009031487808407781,1,46,23,fragile_strong,0.0,0.5,1
data_subset,-1.6921030350144557,-1.769961960515833,0.2848319240310609,1,46,23,fragile_strong,0.0,0.5,1
random_common_cause,0.6674743608843198,0.7322866330175876,0.09710076660832284,1,46,24,fragile_mild,0.0,0.3,1
placebo_treatment,0.6674743608843198,-0.6484334510650793,0.9714731966722833,0,46,24,fragile_mild,0.0,0.3,1
data_subset,0.6674743608843198,0.3257493160258723,1.8376120766748492,0,46,24,fragile_mild,0.0,0.3,1
random_common_cause,1.3438524214309837,1.3651295119477993,0.01583290707930485,1,46,25,reliable_weak,0.5,0.0,0
placebo_treatment,1.3438524214309837,0.5541342127817259,0.4123475196715896,1,46,25,reliable_weak,0.5,0.0,0
data_subset,1.3438524214309837,1.4431052317698456,0.1402137742668321,1,46,25,reliable_weak,0.5,0.0,0
random_common_cause,-0.5760708706376878,-0.5307902674064522,0.07860248719243827,1,46,26,fragile_strong,0.0,0.5,1
placebo_treatment,-0.5760708706376878,0.28708466076819283,0.4983495528083227,1,46,26,fragile_strong,0.0,0.5,1
data_subset,-0.5760708706376878,-0.5707048910538237,0.5294889560222343,0,46,26,fragile_strong,0.0,0.5,1
random_common_cause,-0.009001957500937727,-0.0014246878962515669,0.8417357673480287,0,46,27,reliable_weak,0.5,0.0,0
placebo_treatment,-0.009001957500937727,-0.23714496381850647,26.343710664464176,0,46,27,reliable_weak,0.5,0.0,0
data_subset,-0.009001957500937727,-0.07021238188032748,1.8595121422395557,0,46,27,reliable_weak,0.5,0.0,0
random_common_cause,0.6348877984381196,0.6621848158384596,0.042995025999071096,1,46,28,reliable_weak,0.5,0.0,0
placebo_treatment,0.6348877984381196,-0.15068750430413355,0.23734509416441488,1,46,28,reliable_weak,0.5,0.0,0
data_subset,0.6348877984381196,0.6561503841198719,0.06855438000474558,1,46,28,reliable_weak,0.5,0.0,0
random_common_cause,0.3503238171583709,0.47689543899704556,0.3612989344126021,0,46,29,fragile_strong,0.0,0.5,1
placebo_treatment,0.3503238171583709,1.3679968894809273,3.904949713603106,0,46,29,fragile_strong,0.0,0.5,1
data_subset,0.3503238171583709,0.0774415232740195,6.541273422655104,0,46,29,fragile_strong,0.0,0.5,1
random_common_cause,-0.43808165244296854,-0.45738483259035373,0.04406297328304149,1,46,30,fragile_strong,0.0,0.5,1
placebo_treatment,-0.43808165244296854,1.6712785028293862,3.8149931491297977,0,46,30,fragile_strong,0.0,0.5,1
data_subset,-0.43808165244296854,-0.5095716134131378,1.05868023404909,0,46,30,fragile_strong,0.0,0.5,1
random_common_cause,-0.11925541485313104,-0.08830503907969439,0.25953015057264756,0,46,31,fragile_mild,0.0,0.3,1
placebo_treatment,-0.11925541485313104,0.6935815883674712,5.8159337185791635,0,46,31,fragile_mild,0.0,0.3,1
data_subset,-0.11925541485313104,-0.28863819016457387,1.3050255171357839,0,46,31,fragile_mild,0.0,0.3,1
random_common_cause,0.6441703486426812,0.5641998462975593,0.1241449602789483,1,46,32,reliable_strong,1.0,0.0,0
placebo_treatment,0.6441703486426812,-0.043397083553567514,0.06736895550223425,1,46,32,reliable_strong,1.0,0.0,0
data_subset,0.6441703486426812,0.7260894314657438,0.2963543236203107,1,46,32,reliable_strong,1.0,0.0,0
random_common_cause,0.5832980298589827,0.5720685915325316,0.019251630815838486,1,46,33,reliable_strong,1.0,0.0,0
placebo_treatment,0.5832980298589827,-0.14603839986565925,0.25036669487974317,1,46,33,reliable_strong,1.0,0.0,0
data_subset,0.5832980298589827,0.6146865389559235,0.17633334811272353,1,46,33,reliable_strong,1.0,0.0,0
random_common_cause,-0.27501964589269107,-0.33556074312391704,0.22013371821025574,0,46,34,fragile_mild,0.0,0.3,1
placebo_treatment,-0.27501964589269107,1.152430887731606,4.190358415999375,0,46,34,fragile_mild,0.0,0.3,1
data_subset,-0.27501964589269107,-0.8508262573762393,1.174523595719492,0,46,34,fragile_mild,0.0,0.3,1
random_common_cause,0.258507736700748,0.27787699088090634,0.07492717404655645,1,46,35,reliable_weak,0.5,0.0,0
placebo_treatment,0.258507736700748,-0.013686781716391788,0.0529453465922213,1,46,35,reliable_weak,0.5,0.0,0
data_subset,0.258507736700748,0.34178386654241427,0.2979123631982953,1,46,35,reliable_weak,0.5,0.0,0
random_common_cause,0.1021272250952775,0.12258934130426488,0.20035907359568103,0,46,36,reliable_weak,0.5,0.0,0
placebo_treatment,0.1021272250952775,0.012169824612987032,0.11916337295597176,1,46,36,reliable_weak,0.5,0.0,0
data_subset,0.1021272250952775,0.061766992537609755,2.235097040938815,0,46,36,reliable_weak,0.5,0.0,0
random_common_cause,0.9306353126515642,0.7598132721426292,0.18355422170928504,0,46,37,reliable_strong,1.0,0.0,0
placebo_treatment,0.9306353126515642,0.07456975908046878,0.080127798791564,1,46,37,reliable_strong,1.0,0.0,0
data_subset,0.9306353126515642,1.0022694795502218,0.11243470648072225,1,46,37,reliable_strong,1.0,0.0,0
random_common_cause,0.5557501992639085,0.5370309000120119,0.03368293754404452,1,46,38,fragile_mild,0.0,0.3,1
placebo_treatment,0.5557501992639085,0.23669570227217607,0.42590304526328504,1,46,38,fragile_mild,0.0,0.3,1
data_subset,0.5557501992639085,0.6041101355827767,0.5957463166143152,0,46,38,fragile_mild,0.0,0.3,1
random_common_cause,0.5427640913150266,0.5760873284301297,0.06139543431174025,1,46,39,fragile_mild,0.0,0.3,1
placebo_treatment,0.5427640913150266,-0.473729993190927,0.8728101227978412,0,46,39,fragile_mild,0.0,0.3,1
data_subset,0.5427640913150266,0.7718437969428164,0.4611605690829288,1,46,39,fragile_mild,0.0,0.3,1
random_common_cause,1.0772926521274253,0.936168624548886,0.1309987841278311,1,46,40,fragile_strong,0.0,0.5,1
placebo_treatment,1.0772926521274253,-0.2910210851759467,0.2701411585804856,1,46,40,fragile_strong,0.0,0.5,1
data_subset,1.0772926521274253,1.3368884250883697,0.21697388077026067,1,46,40,fragile_strong,0.0,0.5,1
random_common_cause,-0.02889515157584094,0.022918304231125425,1.7931539715571965,0,46,41,reliable_weak,0.5,0.0,0
placebo_treatment,-0.02889515157584094,-0.0699038259540346,2.419223369379407,0,46,41,reliable_weak,0.5,0.0,0
data_subset,-0.02889515157584094,0.013726399580107036,12.430949746537964,0,46,41,reliable_weak,0.5,0.0,0
random_common_cause,1.1721528318055263,1.1953795815666317,0.019815461884205025,1,46,42,reliable_weak,0.5,0.0,0
placebo_treatment,1.1721528318055263,-0.12574383502848846,0.10727597256647742,1,46,42,reliable_weak,0.5,0.0,0
data_subset,1.1721528318055263,1.124808226895906,0.12210436347530633,1,46,42,reliable_weak,0.5,0.0,0
random_common_cause,0.9498634166313145,0.8450261006498734,0.11037093770096554,1,46,43,reliable_strong,1.0,0.0,0
placebo_treatment,0.9498634166313145,0.19527135741741836,0.20557835368578273,1,46,43,reliable_strong,1.0,0.0,0
data_subset,0.9498634166313145,0.9953474492707782,0.15503115011547952,1,46,43,reliable_strong,1.0,0.0,0
random_common_cause,2.1241186369517364,2.188626138434383,0.03036906713234215,1,46,44,fragile_mild,0.0,0.3,1
placebo_treatment,2.1241186369517364,-0.35501595264351155,0.16713565168515496,1,46,44,fragile_mild,0.0,0.3,1
data_subset,2.1241186369517364,1.9236347557176479,0.20205059420717317,1,46,44,fragile_mild,0.0,0.3,1
random_common_cause,0.5862583411174601,0.5687354216027856,0.029889416125447904,1,46,45,reliable_weak,0.5,0.0,0
placebo_treatment,0.5862583411174601,0.03577632143121429,0.06102483994175924,1,46,45,reliable_weak,0.5,0.0,0
data_subset,0.5862583411174601,0.5914593990789281,0.28706996981785915,1,46,45,reliable_weak,0.5,0.0,0
random_common_cause,0.3942996937031175,0.4091462099179942,0.03765287280708664,1,46,46,fragile_strong,0.0,0.5,1
placebo_treatment,0.3942996937031175,1.1299408500555777,2.8656904078306256,0,46,46,fragile_strong,0.0,0.5,1
data_subset,0.3942996937031175,0.35608103976544714,1.3945250289319593,0,46,46,fragile_strong,0.0,0.5,1
random_common_cause,0.8001658076382295,0.8063396816100266,0.007715743303278407,1,46,47,fragile_strong,0.0,0.5,1
placebo_treatment,0.8001658076382295,-0.03917507293912008,0.048958694017117874,1,46,47,fragile_strong,0.0,0.5,1
data_subset,0.8001658076382295,1.0227167859279935,0.37990973960205227,1,46,47,fragile_strong,0.0,0.5,1
random_common_cause,-0.2568291568889961,-0.24747601581144096,0.03641775408544307,1,46,48,reliable_weak,0.5,0.0,0
placebo_treatment,-0.2568291568889961,0.41201084535432364,1.604221461243197,0,46,48,reliable_weak,0.5,0.0,0
data_subset,-0.2568291568889961,-0.36974495077609654,0.42741743431927054,1,46,48,reliable_weak,0.5,0.0,0
random_common_cause,1.3728635196887535,1.3483479162466032,0.01785727648128368,1,46,49,reliable_strong,1.0,0.0,0
placebo_treatment,1.3728635196887535,0.7923894423330328,0.5771800553872085,0,46,49,reliable_strong,1.0,0.0,0
data_subset,1.3728635196887535,1.3275138977229686,0.23086338839750173,1,46,49,reliable_strong,1.0,0.0,0
random_common_cause,0.9507032874388487,0.975653775685794,0.026244243158305283,1,46,50,fragile_mild,0.0,0.3,1
placebo_treatment,0.9507032874388487,-0.15572222661166302,0.16379687402909018,1,46,50,fragile_mild,0.0,0.3,1
data_subset,0.9507032874388487,1.3021686242305506,0.5643381231893672,0,46,50,fragile_mild,0.0,0.3,1
random_common_cause,0.6980299784310726,0.7026535577727057,0.006623754687478085,1,46,51,fragile_strong,0.0,0.5,1
placebo_treatment,0.6980299784310726,-0.12877754729442675,0.18448712988498525,1,46,51,fragile_strong,0.0,0.5,1
data_subset,0.6980299784310726,0.5594768831145126,0.9490232502191686,0,46,51,fragile_strong,0.0,0.5,1
random_common_cause,0.905336945718133,0.9092063145325916,0.004273954390969192,1,46,52,reliable_weak,0.5,0.0,0
placebo_treatment,0.905336945718133,0.1764466095901731,0.19489606651390087,1,46,52,reliable_weak,0.5,0.0,0
data_subset,0.905336945718133,0.885743212407226,0.1732915901593609,1,46,52,reliable_weak,0.5,0.0,0
random_common_cause,0.44416241767062276,0.5007256594598475,0.12734810406937738,1,46,53,fragile_strong,0.0,0.5,1
placebo_treatment,0.44416241767062276,-0.3215649966402717,0.7239806517775542,0,46,53,fragile_strong,0.0,0.5,1
data_subset,0.44416241767062276,0.22561474307502444,2.323831634989249,0,46,53,fragile_strong,0.0,0.5,1
random_common_cause,1.3894416333354298,1.3943083525838107,0.0035026438906239393,1,46,54,reliable_strong,1.0,0.0,0
placebo_treatment,1.3894416333354298,0.8366284210449207,0.6021328287367846,0,46,54,reliable_strong,1.0,0.0,0
data_subset,1.3894416333354298,1.5050999752642091,0.11803263315144466,1,46,54,reliable_strong,1.0,0.0,0
random_common_cause,0.301284619631058,0.30427379841518687,0.009921445003695482,1,46,55,reliable_weak,0.5,0.0,0
placebo_treatment,0.301284619631058,0.3680614865319276,1.2216404773089382,0,46,55,reliable_weak,0.5,0.0,0
data_subset,0.301284619631058,0.25611540899182544,0.5585267696076851,0,46,55,reliable_weak,0.5,0.0,0
random_common_cause,-0.016267899838837214,0.018179618178172492,2.117514759635496,0,46,56,fragile_strong,0.0,0.5,1
placebo_treatment,-0.016267899838837214,-1.1999626807229669,73.76260565965822,0,46,56,fragile_strong,0.0,0.5,1
data_subset,-0.016267899838837214,-0.24234071516951916,1.6089586540436203,0,46,56,fragile_strong,0.0,0.5,1
random_common_cause,0.8039150288695296,0.21476663681860675,0.7328490834154289,0,46,57,fragile_mild,0.0,0.3,1
