noise,controller,seed,viol_rate,pearson,final_V,auc_V,convergence,deadlock_rate,nonzero_frac
Gaussian,C3_EMA,30,0.34734734734734735,0.8033293631579536,2.022801190294995,1.877496253358363,1,0.0,1.0
Gaussian,C3_EMA,31,0.36036036036036034,0.7851729379116716,24.052225737785605,1.9564826042595942,0,0.0,1.0
Gaussian,C3_EMA,32,0.33433433433433435,0.812966382345924,0.42484224697904444,2.0511777404665423,0,0.0,1.0
Gaussian,C3_EMA,33,0.34134134134134136,0.7769643710612861,1.3813000338838708,2.029211111147583,0,0.0,1.0
Gaussian,C3_EMA,34,0.35135135135135137,0.858599387267248,0.30750257267368575,1.9708925995881568,1,0.001,0.999
Gaussian,C3_EMA,35,0.33633633633633636,0.7909023480571564,0.6995854790447774,2.001698126566959,1,0.0,1.0
Gaussian,C3_EMA,36,0.33233233233233234,0.8292931432745471,0.1279866060889139,2.0989025951329476,1,0.0,1.0
Gaussian,C3_EMA,37,0.33233233233233234,0.8277129497423372,2.0850315770558945,2.0354445361426725,0,0.0,1.0
Gaussian,C3_EMA,38,0.34134134134134136,0.8234552766450335,0.17706267829428074,2.0624517460069574,1,0.001,0.999
Gaussian,C3_EMA,39,0.35235235235235235,0.7935129891443978,6.635172649684949,1.976891181142599,0,0.0,1.0
Gaussian,C3_raw,0,0.5215215215215215,0.6934820707883742,0.574454906618157,1.1435987899184012,1,0.0,1.0
Gaussian,C3_raw,1,0.5145145145145145,0.7106371840199011,0.6863356922515804,1.1406118336111568,1,0.0,1.0
Gaussian,C3_raw,2,0.5145145145145145,0.7858850004221504,0.3133689012886853,1.1303069927982063,1,0.0,1.0
Gaussian,C3_raw,3,0.5085085085085085,0.8142066744035674,0.8894290179184682,1.1038202459808317,0,0.0,1.0
Gaussian,C3_raw,4,0.5185185185185185,0.7844968731539868,0.3252469888154826,1.1475708231129618,1,0.0,1.0
Gaussian,C3_raw,5,0.5045045045045045,0.30498409650160685,0.6964319083822852,1.0970473583018465,1,0.0,1.0
Gaussian,C3_raw,6,0.4904904904904905,0.7491464918362342,0.40831714945876796,1.1852819074166852,1,0.0,1.0
Gaussian,C3_raw,7,0.5105105105105106,0.7732279651392359,0.46284610816263305,1.1284424763514924,1,0.0,1.0
Gaussian,C3_raw,8,0.5105105105105106,0.7350657719395168,0.48235305230125247,1.152106552548698,1,0.0,1.0
